,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
401,"Latina, Bar, Centroamericana, Costarricense, Fusión",positive,"Muy local el ambiente pedimos los platos tipicos que tienen lomito uno a la plancha y el otro con salsa de queso excelente sabor y super suaves. Los acompañamientoe el gallo pinto, platano maduro, ensalada y creo que se llama revoltilo muy buenos La atención es excelente y la coordialidad del personal","Muy local el ambiente pedimos los platos tipicos que tienen lomito uno a la plancha y el otro con salsa de queso excelente sabor y super suaves. Los acompañamientoe el gallo pinto, platano maduro, ensalada y creo que se llama revoltilo muy buenos La atención es excelente y la coordialidad del personal"
402,"Estadounidense, Europea, Británica, Australiana, Costarricense, Bar, Comida rápida",positive,"Buen recibimiento, excelente lugar, buena presentación. La comida súper rica. La atención del mesero muy buena y un trato súper recomendado. Nos atendió Josue, muy buen trato durante todo el tiempo que permanecí ahí.","Buen recibimiento, excelente lugar, buena presentación. La comida súper rica. La atención del mesero muy buena y un trato súper recomendado. Nos atendió Josue, muy buen trato durante todo el tiempo que permanecí ahí."
403,"Mariscos, Bar, Internacional, Parrilla",positive,Gracias por el hermoso día en isla tortuga y punta coral.  Un placer haber compartido con ustedes. Saludos !!!!,Gracias por el hermoso día en isla tortuga y punta coral.  Un placer haber compartido con ustedes. Saludos !!!!
404,"Latina, Internacional, Contemporánea, Centroamericana, Costarricense",positive,"El día de ayer mi novia y yo fuimos a su restaurante para celebrar nuestro sexto aniversario. Escogimos dos menús degustación y el maridaje de vinos. La comida fue excelente, tanto en presentación como en sabor. Gran innovación de la comida tradicional costarricense.","El día de ayer mi novia y yo fuimos a su restaurante para celebrar nuestro sexto aniversario. Escogimos dos menús degustación y el maridaje de vinos. La comida fue excelente, tanto en presentación como en sabor. Gran innovación de la comida tradicional costarricense."
405,"Bar, Pub",positive,"Este comedor hotel es excelente, tanto en el bar como en el comedor. Esperar un servicio rápido en ambas áreas con aperitivos muy sabroso o platos principales. Si sentado en el comedor, prepárese para una vista impresionante del océano mientras cena. Recomiendo absolutamente comer aquí! El precio es justo y la comida es deliciosa!","Este comedor hotel es excelente, tanto en el bar como en el comedor. Esperar un servicio rápido en ambas áreas con aperitivos muy sabroso o platos principales. Si sentado en el comedor, prepárese para una vista impresionante del océano mientras cena. Recomiendo absolutamente comer aquí! El precio es justo y la comida es deliciosa!"
406,"Internacional, Mediterránea, Europea",positive,"Sin lugar a dudas Jurgen's es para mí de los mejores restaurantes de Costa Rica, el menú súper variado, cada mes preparan un menú especial y en ocasiones prepara platillos especiales increíbles para festivales de ""Hamburguesas"" que sin lugar a dudas destacan de cualquier otro, excelente ambiente y atención ","Sin lugar a dudas Jurgen's es para mí de los mejores restaurantes de Costa Rica, el menú súper variado, cada mes preparan un menú especial y en ocasiones prepara platillos especiales increíbles para festivales de ""Hamburguesas"" que sin lugar a dudas destacan de cualquier otro, excelente ambiente y atención "
407,Coreana,positive,"He estado en otros restaurantes de esta cadena pero este me parece superior al resto, la relación precio calidad es perfecta y la atención impecable","He estado en otros restaurantes de esta cadena pero este me parece superior al resto, la relación precio calidad es perfecta y la atención impecable"
408,"Italiana, Mediterránea, Europea",positive,"Podría ser un poco exigente en pasta, y la que tuve aquí no era como recuerdo en Andiamo La Tres Rios, intentará otra vez y darle otra oportunidad quizás?","Podría ser un poco exigente en pasta, y la que tuve aquí no era como recuerdo en Andiamo La Tres Rios, intentará otra vez y darle otra oportunidad quizás?"
409,"Mexicana, Internacional",positive,"Un lugar muy acogedor, comida tipo mexicana muy deliciosa... un lugar al que sin duda alguna tengo que regresar...","Un lugar muy acogedor, comida tipo mexicana muy deliciosa... un lugar al que sin duda alguna tengo que regresar..."
410,De la India,positive,La comida y servicio fueron excelentes y la comida es legitima de la India.  También son muy atentos a las necesidades de los vegetarianos y los veganos.,La comida y servicio fueron excelentes y la comida es legitima de la India.  También son muy atentos a las necesidades de los vegetarianos y los veganos.
411,"Latina, Costarricense",positive,"Cenamos aquí ayer por la tarde, que consistía de lubina, horneado, ensalada de patatas. Fue una de las cenas más deliciosas que hemos tenido en este viaje. Recomiendo encarecidamente este restaurante. Era un entorno muy, muy bonito por la noche","Cenamos aquí ayer por la tarde, que consistía de lubina, horneado, ensalada de patatas. Fue una de las cenas más deliciosas que hemos tenido en este viaje. Recomiendo encarecidamente este restaurante. Era un entorno muy, muy bonito por la noche"
412,"Churrasquería, Latina, Centroamericana, Costarricense",positive,"Fuimos al restaurante muy buena la atencion y los cortes de carne la comida estuvo muy buena. Buen estacionamiento.y hasta un play donde jugar cn los niños. Y el hotel muy bueno y bonito la atencion muy amena,lo recomiendo.","Fuimos al restaurante muy buena la atencion y los cortes de carne la comida estuvo muy buena. Buen estacionamiento.y hasta un play donde jugar cn los niños. Y el hotel muy bueno y bonito la atencion muy amena,lo recomiendo."
413,Internacional,positive,"Situado en el centro y al lado de una inusual tienda de antigüedades (propiedad de su novia) la comida, la presentación, el servicio y el ambiente eran sorprendentemente fabuloso. Los 3 pequeños platos eran sin duda mucho para saciar mi apetito y rematado con un postre riquísimo. y el vino y copa después de la cena también contribuyó a la perfección. Definitivamente regresaré en este viaje.","Situado en el centro y al lado de una inusual tienda de antigüedades (propiedad de su novia) la comida, la presentación, el servicio y el ambiente eran sorprendentemente fabuloso. Los 3 pequeños platos eran sin duda mucho para saciar mi apetito y rematado con un postre riquísimo. y el vino y copa después de la cena también contribuyó a la perfección. Definitivamente regresaré en este viaje."
414,"Latina, Bar, Centroamericana, Costarricense",positive,"El ambiente es agradable, la atención es muy buena, y los precios accesibles, es una buena opción para ir después del trabajo!!!","El ambiente es agradable, la atención es muy buena, y los precios accesibles, es una buena opción para ir después del trabajo!!!"
415,"Italiana, Mediterránea, Europea",positive,"La comida y el servicio te hacen sentir en Italia, un lugar acogedor, excelentes vinos y la comida exquisita!!!","La comida y el servicio te hacen sentir en Italia, un lugar acogedor, excelentes vinos y la comida exquisita!!!"
416,"Italiana, Mediterránea, Europea",positive,"Un lugar muy agradable, bien pensado y con arquitectura elegante y cómoda. El servicio de primera clase.La comida bastante bien, pedimos un carpaccio de lomo muy correcto, un rissoto de hongos fantástico y una pasta con mariscos de 10 puntos.Un amigo nos había sugerido pedir el vino de la casa que resultó ser un Tempranillo que de entrada no me pareció maravilloso, pero una vez que se ""abrió"" resultó muy agradable. No es barato, pero creo que el precio corresponde al buen establecimiento y la comida bien hecha. Volvería con gusto.","Un lugar muy agradable, bien pensado y con arquitectura elegante y cómoda. El servicio de primera clase.La comida bastante bien, pedimos un carpaccio de lomo muy correcto, un rissoto de hongos fantástico y una pasta con mariscos de 10 puntos.Un amigo nos había sugerido pedir el vino de la casa que resultó ser un Tempranillo que de entrada no me pareció maravilloso, pero una vez que se ""abrió"" resultó muy agradable. No es barato, pero creo que el precio corresponde al buen establecimiento y la comida bien hecha. Volvería con gusto."
417,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",positive,"El servicio de comida era increíble, Yisnary era genial! El ambiente es precioso y todo el mundo es muy servicial! Realmente recomiendo el mercado! Lo mejor de todo es que está abierta las 24 horas y es muy seguro! Por favor venga a probar el buffet desayuno maravilloso! Ñam ñam!El desayuno es delicioso y el personal y el servicio de Yisnary espectacular! Me encanto!","El servicio de comida era increíble, Yisnary era genial! El ambiente es precioso y todo el mundo es muy servicial! Realmente recomiendo el mercado! Lo mejor de todo es que está abierta las 24 horas y es muy seguro! Por favor venga a probar el buffet desayuno maravilloso! Ñam ñam!El desayuno es delicioso y el personal y el servicio de Yisnary espectacular! Me encanto!"
418,"Latina, Mediterránea, Española, Internacional",positive,"No todo es típicamente Costa Rica, pero las tapas fueron la mejor comida que tuvimos, ¡aparte de las casas de familia! El restaurante estaba lleno de familias costarricenses, lo que parecía una buena señal. Ambiente agradable, excelente relación calidad-precio y a la vuelta de la esquina del fabuloso hostal, The Garden.","No todo es típicamente Costa Rica, pero las tapas fueron la mejor comida que tuvimos, ¡aparte de las casas de familia! El restaurante estaba lleno de familias costarricenses, lo que parecía una buena señal. Ambiente agradable, excelente relación calidad-precio y a la vuelta de la esquina del fabuloso hostal, The Garden."
419,Internacional,positive,"Este es un buen lugar para pasar el rato con amigos o familia. La comida es genial, el servicio, excelente -en tiempo y en una buena manera-.  El lugar es muy agradable con un ambiente internacional.","Este es un buen lugar para pasar el rato con amigos o familia. La comida es genial, el servicio, excelente -en tiempo y en una buena manera-.  El lugar es muy agradable con un ambiente internacional."
420,"Japonesa, Sushi, Asiática, Bar, Pub, Saludable",positive,"Tsunami Sushi es un gran hallazgo. Especialmente el miércoles y viernes cuando ofrecen unos 15 de sus rollos a mitad de precio. trato de hacer por lo menos dos veces al mes. Jefferson uno de los chefs es maravillosa y conoce su negocio. Especialmente buenos son el tempura vegetal y el rollo de Jaco, delicioso. No se preocupe si no eres un fanático de sushi, tienen un excelente menú con todo tipo de opciones. El arroz frito es el mejor! Bien vale la pena el viaje si eres un fanático de sushi.","Tsunami Sushi es un gran hallazgo. Especialmente el miércoles y viernes cuando ofrecen unos 15 de sus rollos a mitad de precio. trato de hacer por lo menos dos veces al mes. Jefferson uno de los chefs es maravillosa y conoce su negocio. Especialmente buenos son el tempura vegetal y el rollo de Jaco, delicioso. No se preocupe si no eres un fanático de sushi, tienen un excelente menú con todo tipo de opciones. El arroz frito es el mejor! Bien vale la pena el viaje si eres un fanático de sushi."
421,"Mediterránea, Peruana, Fusión",positive,De veras que siempre que hemos estado es muy agradable ver que siempre lleno eso deja ver que hacen bien las cosas ... Hoy todo perfecto y rico ... Súper recomendado ... Recuerden llamar para reservar 👍👍👍,De veras que siempre que hemos estado es muy agradable ver que siempre lleno eso deja ver que hacen bien las cosas ... Hoy todo perfecto y rico ... Súper recomendado ... Recuerden llamar para reservar 👍👍👍
422,"Bar, Estadounidense, Comida rápida, Pub",positive,"El lugar es normal con el clásico estilo sport bar americano, con un menú gringo, que todo Tico conoce (y no sé como no se aburre). Las alitas son buenas, atendimento también es bueno. Pasan deportes gringos y locales en la TV. Nada de ""uau, que fenomenal"". Vaya y disfrute una cerveza helada. ","El lugar es normal con el clásico estilo sport bar americano, con un menú gringo, que todo Tico conoce (y no sé como no se aburre). Las alitas son buenas, atendimento también es bueno. Pasan deportes gringos y locales en la TV. Nada de ""uau, que fenomenal"". Vaya y disfrute una cerveza helada. "
423,"Italiana, Pizzería",positive,"Su ubicación céntrica y exquisita comida hacen de este lugar un lugar perfecto para reunirse con amigos o simplemente disfrutar de la cena familiar. La pizza era excelente y entró muchas opciones diferentes. La pasta era extraordinaria y la ensalada. Yo no estaba muy impresionado con el servicio, pero creo que intentamos hacernos sentir bienvenidos.","Su ubicación céntrica y exquisita comida hacen de este lugar un lugar perfecto para reunirse con amigos o simplemente disfrutar de la cena familiar. La pizza era excelente y entró muchas opciones diferentes. La pasta era extraordinaria y la ensalada. Yo no estaba muy impresionado con el servicio, pero creo que intentamos hacernos sentir bienvenidos."
424,"Mariscos, Churrasquería, Latina, Costarricense, Internacional",positive,"Muy buena relación entre el precio y el servicio. No es de lo más cómodo del mercado en cuanto a precio, pero vale la pena. El grupo con el que fuimos se sintió muy cómodo, en particular los niños que nos acompañaban.","Muy buena relación entre el precio y el servicio. No es de lo más cómodo del mercado en cuanto a precio, pero vale la pena. El grupo con el que fuimos se sintió muy cómodo, en particular los niños que nos acompañaban."
425,"Mediterránea, Peruana, Fusión",positive,"No habia vuelto desde que tuve una experiencia regular hace tiempo. Que gran acierto regresar. Quiza la ubicacion no es la mejor, pero la verdad es que en Costa Rica pocas lo son.Lo que si es cierto es que tanto las causas y los cebiches del entrante que comparti estaban excepcionales, en especial el cebiche de mango.El pulpo a la brasa es magnifico y la pasta con marisco esta espectacularSeguro que cambiamos el habito y vendremos masCon Chancay, el mejor peruano de la zona","No habia vuelto desde que tuve una experiencia regular hace tiempo. Que gran acierto regresar. Quiza la ubicacion no es la mejor, pero la verdad es que en Costa Rica pocas lo son.Lo que si es cierto es que tanto las causas y los cebiches del entrante que comparti estaban excepcionales, en especial el cebiche de mango.El pulpo a la brasa es magnifico y la pasta con marisco esta espectacularSeguro que cambiamos el habito y vendremos masCon Chancay, el mejor peruano de la zona"
426,"Bar, Pub",positive,Visitamos el establecimiento de dan y me encantó el pequeño espacio acogedor. Se puede decir un montón de tiempo y esfuerzo han puesto en crear una atmósfera de pub!Hay una gran selección de artesanías cerveza de barril para que elijas. . En artesanías y disfrutar de una cerveza fría y una buena conversación!,Visitamos el establecimiento de dan y me encantó el pequeño espacio acogedor. Se puede decir un montón de tiempo y esfuerzo han puesto en crear una atmósfera de pub!Hay una gran selección de artesanías cerveza de barril para que elijas. . En artesanías y disfrutar de una cerveza fría y una buena conversación!
427,"Centroamericana, Costarricense, Latina, Mariscos, Española, Sudamericana",positive,"El restaurante está muy bien ubicado, es una opción buena en relación a la calidad/precio.Una de sus especialidades es el pescado entero frito y de verdad muy bueno y en variedad de tamaños.El servicio atento y rápido.","El restaurante está muy bien ubicado, es una opción buena en relación a la calidad/precio.Una de sus especialidades es el pescado entero frito y de verdad muy bueno y en variedad de tamaños.El servicio atento y rápido."
428,"Latina, Centroamericana, Costarricense",positive,"Nada impresionante, la comida no estaba mal, pero no lo encontré como algunos de los otros restaurantesde la zona. Algunas personas hablamos de recomendar el sitio, pero para ser sincero, podría haber sido lo que había en el menú de ese día. Tamaño de la porción era bueno, no cuesta mucho. cierrana las 4:00 pm me dijeron","Nada impresionante, la comida no estaba mal, pero no lo encontré como algunos de los otros restaurantesde la zona. Algunas personas hablamos de recomendar el sitio, pero para ser sincero, podría haber sido lo que había en el menú de ese día. Tamaño de la porción era bueno, no cuesta mucho. cierrana las 4:00 pm me dijeron"
429,"Parrillada, Bar, Parrilla, Pub",positive,"Hamburguesas con los mejores ingredientes, una muy buena atención y dos excelentes ubicaciones.Se nota que cuidan la calidad de lo que ofrecen. Los chicharrones tambén son excelentes!!","Hamburguesas con los mejores ingredientes, una muy buena atención y dos excelentes ubicaciones.Se nota que cuidan la calidad de lo que ofrecen. Los chicharrones tambén son excelentes!!"
430,"Italiana, Pizzería",positive,Puedes diseñar tu pizza eligiendo tu mismo los ingredientes. Las pizzas son de masa fina y se cuecen en sólo 90 segundos! El personal fue muy atento y amable. Fuimos al mediodía y nos incluyeron la bebida: una limonada riquísima.Buen lugar y buenas pizzas!,Puedes diseñar tu pizza eligiendo tu mismo los ingredientes. Las pizzas son de masa fina y se cuecen en sólo 90 segundos! El personal fue muy atento y amable. Fuimos al mediodía y nos incluyeron la bebida: una limonada riquísima.Buen lugar y buenas pizzas!
431,"Japonesa, Sushi, Asiática",positive,El lugar es muy tranquilo. Perfecto para despues de un día de trabajo cansado y para salir del hotel. Se come muy bien! ,El lugar es muy tranquilo. Perfecto para despues de un día de trabajo cansado y para salir del hotel. Se come muy bien! 
432,"Asiática, Tailandesa, Saludable",positive,Este lugar es verdaderamente una joya. Propiedad de una pareja que recientemente se trasladó desde Alemania a seguir sus sueños. El marido (chef) estudió cocina tailandesa en Tailandia y trae los auténticos sabores de Jaco. He viajado a Tailandia y esta comida es una de los mejores tailandés que he probado! Recomendaría este lugar a cualquiera que aprecie el sabor. Es evidente que la comida está hecha con pasión y profesionalidad. El ambiente del restaurante es muy acogedor y el servicio es increíble. Debe probar mientras en Jaco!,Este lugar es verdaderamente una joya. Propiedad de una pareja que recientemente se trasladó desde Alemania a seguir sus sueños. El marido (chef) estudió cocina tailandesa en Tailandia y trae los auténticos sabores de Jaco. He viajado a Tailandia y esta comida es una de los mejores tailandés que he probado! Recomendaría este lugar a cualquiera que aprecie el sabor. Es evidente que la comida está hecha con pasión y profesionalidad. El ambiente del restaurante es muy acogedor y el servicio es increíble. Debe probar mientras en Jaco!
433,"Estadounidense, Centroamericana, Costarricense, Café",positive,"En un viaje reciente a Jaco, yo estaba buscando algo diferente a mi experiencia del desayuno. Realmente, yo estaba buscando un lugar que tuviera un acceso wi-fi, ya que mis hoteles wi-fi. Yo estaba insultos calle principal y decidimos parar en Sunrise (tenía una conexión wi-fi señal fuerte). Mi nombre de camarera Michelle (señora americana), me sirvió. Pedí café para comenzar con. Ella me preparaban una taza y a la izquierda la olla en la mesa explicando que fue para mí y si me terminado ese uno, Tráigame otro pot. cambio agradable como cargo la mayoría de los restaurantes en la taza en Costa Rica. pedí el desayuno americano de 2 huevos de mediano, patatas, tocino y pan 4 mil ó 8 dólares. realmente apilada hasta el tocino. El servicio era rápido. Dan, el propietario de la zona de Nueva Inglaterra, llegó y se presentó a mí. Lee su bio en la parte trasera del menú. Él se ha estado en el negocio durante 12 años. Él debe estar haciendo algo bien pensé. Muy agradables chico. tuvimos una gran conversación lo que comí. Me dieron un poco de trabajo como la conexión wi-fi fue rápido y fiable. La comida era estupenda, y en mi opinión una buena relación calidad-precio en Jaco. era tan bueno que me trajo dos nuevos clientes, dos días más tarde. Esta vez tuve la tortilla llena de bacon, queso y champiñones. Cuando digo lleno, me refiero lleno. Otra gran comida y 2 más clientes satisfechos.Si estás en Jaco y buscando un buen desayuno, hablan inglés, les daría una prueba. No te lo puedes perder. Está en la calle principal justo en frente del bar de Mono. volveré seguro.","En un viaje reciente a Jaco, yo estaba buscando algo diferente a mi experiencia del desayuno. Realmente, yo estaba buscando un lugar que tuviera un acceso wi-fi, ya que mis hoteles wi-fi. Yo estaba insultos calle principal y decidimos parar en Sunrise (tenía una conexión wi-fi señal fuerte). Mi nombre de camarera Michelle (señora americana), me sirvió. Pedí café para comenzar con. Ella me preparaban una taza y a la izquierda la olla en la mesa explicando que fue para mí y si me terminado ese uno, Tráigame otro pot. cambio agradable como cargo la mayoría de los restaurantes en la taza en Costa Rica. pedí el desayuno americano de 2 huevos de mediano, patatas, tocino y pan 4 mil ó 8 dólares. realmente apilada hasta el tocino. El servicio era rápido. Dan, el propietario de la zona de Nueva Inglaterra, llegó y se presentó a mí. Lee su bio en la parte trasera del menú. Él se ha estado en el negocio durante 12 años. Él debe estar haciendo algo bien pensé. Muy agradables chico. tuvimos una gran conversación lo que comí. Me dieron un poco de trabajo como la conexión wi-fi fue rápido y fiable. La comida era estupenda, y en mi opinión una buena relación calidad-precio en Jaco. era tan bueno que me trajo dos nuevos clientes, dos días más tarde. Esta vez tuve la tortilla llena de bacon, queso y champiñones. Cuando digo lleno, me refiero lleno. Otra gran comida y 2 más clientes satisfechos.Si estás en Jaco y buscando un buen desayuno, hablan inglés, les daría una prueba. No te lo puedes perder. Está en la calle principal justo en frente del bar de Mono. volveré seguro."
434,"De la India, Asiática, Saludable",positive,"Agradable y se puede ir andando desde el hotel Holiday Inn. Hay asientos fuera a lo largo de un mini-centro comercial de dos pisos 2. El aperitivo de mariscos es crujiente y fresca. Tipo de caro para dos personas: un aperitivo, pollo a la mantequilla y ajo naan pan por $35 (sin propina).","Agradable y se puede ir andando desde el hotel Holiday Inn. Hay asientos fuera a lo largo de un mini-centro comercial de dos pisos 2. El aperitivo de mariscos es crujiente y fresca. Tipo de caro para dos personas: un aperitivo, pollo a la mantequilla y ajo naan pan por $35 (sin propina)."
435,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",positive,"Excelente elección de buena comida con la opción de comer en el interior o al aire libre, excelente servicio y el personal es magnífico.","Excelente elección de buena comida con la opción de comer en el interior o al aire libre, excelente servicio y el personal es magnífico."
436,"Estadounidense, Café, Sudamericana, Centroamericana",positive,"En una zona lejos al centro de la capital, uno no se imagina que se pueda encontrar un lugar con tan excelente calidad como lo es Antologias. El servicio podria mejorar, mas sin embargo el ambiente y la comida son excelentes. Dan ganas de volver para seguir degustando de sus excelentes platillos y cocteles.","En una zona lejos al centro de la capital, uno no se imagina que se pueda encontrar un lugar con tan excelente calidad como lo es Antologias. El servicio podria mejorar, mas sin embargo el ambiente y la comida son excelentes. Dan ganas de volver para seguir degustando de sus excelentes platillos y cocteles."
437,"Mariscos, Bar, Internacional, Parrilla",positive,"Muy bonito el lugar, ambiente, comida con muy buen sabor aunque demoraron un poco en servirla, para la demanda de clientes el parqueo es muy pequeño, aunque con buen acceso, precios razonables un buen lugar para compartir con amigos y la familia.","Muy bonito el lugar, ambiente, comida con muy buen sabor aunque demoraron un poco en servirla, para la demanda de clientes el parqueo es muy pequeño, aunque con buen acceso, precios razonables un buen lugar para compartir con amigos y la familia."
438,"Estadounidense, Europea, Británica, Australiana, Costarricense, Bar, Comida rápida",positive,Un lugar con excelente atención al cliente y una gran variedad de hamburguesas que sin importar cual pidas vas a disfruto al máximo una buena hamburguesa,Un lugar con excelente atención al cliente y una gran variedad de hamburguesas que sin importar cual pidas vas a disfruto al máximo una buena hamburguesa
439,"Italiana, Europea, Pizzería, Internacional",positive,"La comida es excelente, la pizza espectacular, 100% recomendado Me quedaron debiendo un poco con el servicio, pero nada más. ","La comida es excelente, la pizza espectacular, 100% recomendado Me quedaron debiendo un poco con el servicio, pero nada más. "
440,"Italiana, Pizzería",positive,"He sido cliente de RENSo durante muchos años. . . ama su comida . . Quién mejor para dirigir un restaurante italiano que un verdadero italiano con tradición familiar.La comida siempre está fresca. . . la pizza es genial, mis hijos me gustan los verdaderos ""eperts on pizza"" que piensan que es lo mejor. . . y estoy de acuerdo con ellos.El servicio es muy bueno, han estado trabajando allí durante años. . .Visito el lugar al menos una vez al mes.","He sido cliente de RENSo durante muchos años. . . ama su comida . . Quién mejor para dirigir un restaurante italiano que un verdadero italiano con tradición familiar.La comida siempre está fresca. . . la pizza es genial, mis hijos me gustan los verdaderos ""eperts on pizza"" que piensan que es lo mejor. . . y estoy de acuerdo con ellos.El servicio es muy bueno, han estado trabajando allí durante años. . .Visito el lugar al menos una vez al mes."
441,Mariscos,positive,"No sabía que podría tener ostras frescas en Costa Rica, ahora lo sé mejor. Si te gustan las ostras, Go - Fish es imprescindible.El Croaker con maracuya fue encantador. Todo esto rematado con un gran servicio y un entorno de asientos realmente agradable.","No sabía que podría tener ostras frescas en Costa Rica, ahora lo sé mejor. Si te gustan las ostras, Go - Fish es imprescindible.El Croaker con maracuya fue encantador. Todo esto rematado con un gran servicio y un entorno de asientos realmente agradable."
442,"Cervecería, Pizzería, Gastropub, Centroamericana",positive,"Nos quedamos justo bajando la calle en el Holiday Inn y aparecimos a la hora de apertura. Buena selección de cervezas con sabores interesantes, pero ten en cuenta que los ABV son altos. Mi esposa tenía un cóctel que tenía una buena relación calidad-precio. No comí pero la comida se veía bien y popular. El lugar se veía encantador y muy popular cuando íbamos de regreso por el camino para comer en Last Criollita.","Nos quedamos justo bajando la calle en el Holiday Inn y aparecimos a la hora de apertura. Buena selección de cervezas con sabores interesantes, pero ten en cuenta que los ABV son altos. Mi esposa tenía un cóctel que tenía una buena relación calidad-precio. No comí pero la comida se veía bien y popular. El lugar se veía encantador y muy popular cuando íbamos de regreso por el camino para comer en Last Criollita."
443,"Café, Asiática, Vietnamita, Saludable, Fusión",positive,"Solo me tomé un café, pero nos atendieron muy bien, el café estaba muy rico y fue una experiencia linda, recomendado para una cita romántica o una plática más larga.","Solo me tomé un café, pero nos atendieron muy bien, el café estaba muy rico y fue una experiencia linda, recomendado para una cita romántica o una plática más larga."
444,"Latina, Mediterránea, Española, Internacional",positive,"Nos decidimos a probar algo nuevo. Íbamos a un concierto que empieza a las 8 pm y acabaría tipo 10.30... así que hay que comer antes... la niñera espera. Nos fuimos por las TAPAS... la única palabra que se me ocurre es EXQUISITAS. Un aguacate relleno de marisco (se me hace agua la boca), una quesadilla de pollo con hongos... impresionante... y el humus a pedir de boca. La sangría bautizó todo esto. De la atención, el servicio y la rapidez, ni hablar! Y con la mejor compañía, esto es un cóctel bomba...","Nos decidimos a probar algo nuevo. Íbamos a un concierto que empieza a las 8 pm y acabaría tipo 10.30... así que hay que comer antes... la niñera espera. Nos fuimos por las TAPAS... la única palabra que se me ocurre es EXQUISITAS. Un aguacate relleno de marisco (se me hace agua la boca), una quesadilla de pollo con hongos... impresionante... y el humus a pedir de boca. La sangría bautizó todo esto. De la atención, el servicio y la rapidez, ni hablar! Y con la mejor compañía, esto es un cóctel bomba..."
445,Fusión,positive,"Amplias opciones de desayuno, excelente cocción y presentación. Gran amabilidad de los meseros, te sirven café constantemente. El sitio es muy bonito","Amplias opciones de desayuno, excelente cocción y presentación. Gran amabilidad de los meseros, te sirven café constantemente. El sitio es muy bonito"
446,"Latina, Bar, Centroamericana, Costarricense, Fusión",positive,"Muy amables las personas dependientes, escuche atender en ingles y español, muy bien, la comida tipica y tradicional de Costa Rica en un ambiente agradable.En el centro de San Jose muy accesibles, super buena calidad y sabor.","Muy amables las personas dependientes, escuche atender en ingles y español, muy bien, la comida tipica y tradicional de Costa Rica en un ambiente agradable.En el centro de San Jose muy accesibles, super buena calidad y sabor."
447,"Italiana, Mediterránea, Europea",positive,"Cuenta con parqueo pequeño, pero al lado hay un estacionamiento. Desde que se ingresa el servicio es excepcional, te ubican en una mesa, tanto el primer piso como el segundo tienen espacios acogedores. El menú es variado, la comida y los postres muy sabrosos, buenos vinos. ","Cuenta con parqueo pequeño, pero al lado hay un estacionamiento. Desde que se ingresa el servicio es excepcional, te ubican en una mesa, tanto el primer piso como el segundo tienen espacios acogedores. El menú es variado, la comida y los postres muy sabrosos, buenos vinos. "
448,De la India,positive,"Mi familia y yo (4 adultos) como comida india pero nos encantó los platos que se sirven aquí. De hecho, nos eligieron por unanimidad volver a este lugar, en lugar de explorar otras opciones, elegantes y seductoras, están equipadas de la cena la segunda noche. El servicio era agradable; principalmente fue la comida. picante y sabrosa, sin tonterías. Incluso el pan era sorprendentemente bueno (y cuán emocionante será?) buena relación calidad-precio, me pareció que, por el precio.","Mi familia y yo (4 adultos) como comida india pero nos encantó los platos que se sirven aquí. De hecho, nos eligieron por unanimidad volver a este lugar, en lugar de explorar otras opciones, elegantes y seductoras, están equipadas de la cena la segunda noche. El servicio era agradable; principalmente fue la comida. picante y sabrosa, sin tonterías. Incluso el pan era sorprendentemente bueno (y cuán emocionante será?) buena relación calidad-precio, me pareció que, por el precio."
449,"Costarricense, Café, Mariscos, Comida rápida, Fuente de soda",positive,"Excelente lugar con comida Costarricense, amplio parqueo. Les recomiendo el Gallo Pinto para desayunar, un casado para almorzar y un ceviche si van a cenar.","Excelente lugar con comida Costarricense, amplio parqueo. Les recomiendo el Gallo Pinto para desayunar, un casado para almorzar y un ceviche si van a cenar."
450,"Japonesa, Mariscos, Sushi, Asiática",positive,"Excelentes platos auténticos, probablemente el mejor sushi en Costa Rica, muchas opciones y a un precio muy cómodo. entradas como ensalada de algas con salmón o sopa miso muy rico. muy recomendado¡","Excelentes platos auténticos, probablemente el mejor sushi en Costa Rica, muchas opciones y a un precio muy cómodo. entradas como ensalada de algas con salmón o sopa miso muy rico. muy recomendado¡"
451,"Churrasquería, Mariscos",positive,"La fábrica es un restaurante agradable y la calidad es muy buena. El menú es bueno y los precios son un poco caros, pero es común es esta clase de restaurantes","La fábrica es un restaurante agradable y la calidad es muy buena. El menú es bueno y los precios son un poco caros, pero es común es esta clase de restaurantes"
452,"Italiana, Mediterránea",positive,"Ayer fui al almuerzo, Bottega Privee en el Ángel, comida italiana súper rica y precios favorables, los platos muy bien presentados aunque sea el almuerzo ejecutivo, el Chef italiano Dominik muy agradable y profesional al explicarme lo que estaba comiendo.. Definitivamente volveré!!! 100% Recomendado!!","Ayer fui al almuerzo, Bottega Privee en el Ángel, comida italiana súper rica y precios favorables, los platos muy bien presentados aunque sea el almuerzo ejecutivo, el Chef italiano Dominik muy agradable y profesional al explicarme lo que estaba comiendo.. Definitivamente volveré!!! 100% Recomendado!!"
