,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
647,"Peruana, Latina, Mariscos",positive,"Los visitamos con frecuencia; muy buen ambiente, la atención de parte del personal excelente y la comida ni qué decir!","Los visitamos con frecuencia; muy buen ambiente, la atención de parte del personal excelente y la comida ni qué decir!"
648,"Pizzería, Pub, Estadounidense",positive,Buenas hamburguesas y para todos los gustos... Vale la pena ir el menú es muy variado y la atención es buena,Buenas hamburguesas y para todos los gustos... Vale la pena ir el menú es muy variado y la atención es buena
649,"Estadounidense, Bar",positive,una opción relativamente de bajo costo en el tiempo Plaza / Avenida zona esccazu. buenas hamburguesas que podrá diseñar usted mismo de una amplia gama de ingredientes.,una opción relativamente de bajo costo en el tiempo Plaza / Avenida zona esccazu. buenas hamburguesas que podrá diseñar usted mismo de una amplia gama de ingredientes.
650,"Latina, Bar, Centroamericana, Costarricense, Fusión",positive,"Muy buen local para probar buena comida costarricense. Pedimos un plato para dos personas donde vienen varias diferentes tipos de comidas típicas y estubo delicioso. Además la atención de nuestro mozo (Anthony) estubo espectacular, muy atento y simpático. Hasta nos regalaron una foto con nuestro plataso. El local es bien bonito y limpio. Recomiendo este restaurante a cualquiera que sea nuevo en Costa Rica (o no) y quiera comer algo super rico, típico y quiera una muy buena atención. 10/10","Muy buen local para probar buena comida costarricense. Pedimos un plato para dos personas donde vienen varias diferentes tipos de comidas típicas y estubo delicioso. Además la atención de nuestro mozo (Anthony) estubo espectacular, muy atento y simpático. Hasta nos regalaron una foto con nuestro plataso. El local es bien bonito y limpio. Recomiendo este restaurante a cualquiera que sea nuevo en Costa Rica (o no) y quiera comer algo super rico, típico y quiera una muy buena atención. 10/10"
651,Mariscos,positive,"Normalmente vengo por calidad que son buenisimas. Hay buen servicio, un lugar agradable y con buen ambiente.Hoy revisé el menú y os precios y platos están bien.El puré de papá no es el fuerte.Salmón... Bien","Normalmente vengo por calidad que son buenisimas. Hay buen servicio, un lugar agradable y con buen ambiente.Hoy revisé el menú y os precios y platos están bien.El puré de papá no es el fuerte.Salmón... Bien"
652,"Bar, Pub",positive,"Fui allí con un par de amigos más jóvenes, mucho más jóvenes. Lo elegí y me alegro de que me dieron a conocer. Trajo recuerdos de un pub que frecuentan mientras en la universidad y donde aprendí a beber cerveza de verdad. Las hamburguesas son excepcionales. Una buena selección de cervezas y artesanías, no muchas, pero las adecuadas de acuerdo a mi gusto. Prefiero mis favoritos en su propia casa de hecho. El servicio era bueno, aunque la gente era de luz mientras estuvimos allí. Música agradable, no demasiado alto, así que pudimos disfrutar de nuestra conversación. Una muy buena relación calidad-precio en general.","Fui allí con un par de amigos más jóvenes, mucho más jóvenes. Lo elegí y me alegro de que me dieron a conocer. Trajo recuerdos de un pub que frecuentan mientras en la universidad y donde aprendí a beber cerveza de verdad. Las hamburguesas son excepcionales. Una buena selección de cervezas y artesanías, no muchas, pero las adecuadas de acuerdo a mi gusto. Prefiero mis favoritos en su propia casa de hecho. El servicio era bueno, aunque la gente era de luz mientras estuvimos allí. Música agradable, no demasiado alto, así que pudimos disfrutar de nuestra conversación. Una muy buena relación calidad-precio en general."
653,"Latina, Centroamericana, Costarricense",positive,La mejor comida del pueblo en cuanto a tradicional. Excelente servicio y buena comida! Adrmas de precios super accesible,La mejor comida del pueblo en cuanto a tradicional. Excelente servicio y buena comida! Adrmas de precios super accesible
654,De la India,positive,"La comida es deliciosa y  el servicio es muy bueno. Buena relación calidad-precio. Para los amantes de la comida india, ¡recomendadísimo!","La comida es deliciosa y  el servicio es muy bueno. Buena relación calidad-precio. Para los amantes de la comida india, ¡recomendadísimo!"
655,"Europea, Costarricense, Fusión, Sudamericana",positive,Compartimos deliciosas margaritas ver una increíble puesta sobre las montañas :) Sin duda volvería aquí otra vez! ceviche para el almuerzo era para morirse!,Compartimos deliciosas margaritas ver una increíble puesta sobre las montañas :) Sin duda volvería aquí otra vez! ceviche para el almuerzo era para morirse!
656,Internacional,positive,"El plato básico es bueno y uno puede pedir una gran variedad de pescado, pollo o carne. Lo más importante es que todos los complementos se sirven de una barra adicional que puedes comer lo que quieras y con una gran variedad. Lo básico es muy bueno.","El plato básico es bueno y uno puede pedir una gran variedad de pescado, pollo o carne. Lo más importante es que todos los complementos se sirven de una barra adicional que puedes comer lo que quieras y con una gran variedad. Lo básico es muy bueno."
657,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"limón, todo es un buen restaurante. Usted puede contar con tener una buena comida aquí, con un buen servicio. He comido aquí 4 veces y volveremos!","limón, todo es un buen restaurante. Usted puede contar con tener una buena comida aquí, con un buen servicio. He comido aquí 4 veces y volveremos!"
658,"Estadounidense, Europea, Británica, Australiana, Costarricense, Bar, Comida rápida",positive,"El servicio es muy bueno ,rossy nos atendió con mucho esmero ,y las hamburguesas 🍔 🤤buenísimas,  espero volver pronto ..mis hijos quedaron felices , y chiniados ..🙏","El servicio es muy bueno ,rossy nos atendió con mucho esmero ,y las hamburguesas 🍔 🤤buenísimas,  espero volver pronto ..mis hijos quedaron felices , y chineados ..🙏"
659,"Estadounidense, Churrasquería",positive,Es un restaurante lindo agradable con un ambiente tranquilo para pasar un rato especial. La comida es sabrosa.,Es un restaurante lindo agradable con un ambiente tranquilo para pasar un rato especial. La comida es sabrosa.
660,Estadounidense,positive,"He conocido Chilli's hace unos meses a tras con mi esposa el lugar es muy lindo la comida a mi parecer muy regular, no me vuelve loco.","He conocido Chilli's hace unos meses a tras con mi esposa el lugar es muy lindo la comida a mi parecer muy regular, no me vuelve loco."
661,"Japonesa, Sushi, Asiática, Fusión",positive,"Comí 3 veces Sushi ahí en 2016 y me pareció bastante bueno. El servicio es excelente. En ausencia de sus promociones de almuerzo, me parece que es caro.","Comí 3 veces Sushi ahí en 2016 y me pareció bastante bueno. El servicio es excelente. En ausencia de sus promociones de almuerzo, me parece que es caro."
662,Mariscos,positive,"Fuimos un domingo tan pronto como el restaurante abrió sus puertas. Sorprendentemente, abrieron la puerta a pocos minutos temprano y nos dejó entrar. Nos sentábamos afuera. Mis hijos tenían las tiras de pollo y mi marido y yo compartimos las el camarón y cajún patatas fritas. Todo estaba delicioso. volveremos :)","Fuimos un domingo tan pronto como el restaurante abrió sus puertas. Sorprendentemente, abrieron la puerta a pocos minutos temprano y nos dejó entrar. Nos sentábamos afuera. Mis hijos tenían las tiras de pollo y mi marido y yo compartimos las el camarón y cajún patatas fritas. Todo estaba delicioso. volveremos :)"
663,"De la India, Asiática, Saludable",positive,"Me encantó el menú ejecutivo, el sabor de cada plato fue exquisito. Solamente me hubiera gustado que la cantidad de carne fuera mayor.El restaurante estaba limpio y el servicio fue muy bueno. Un señor, creo que era el administrador, se acercó a preguntar si todo estaba bien, me pareció un lindo detalle.","Me encantó el menú ejecutivo, el sabor de cada plato fue exquisito. Solamente me hubiera gustado que la cantidad de carne fuera mayor.El restaurante estaba limpio y el servicio fue muy bueno. Un señor, creo que era el administrador, se acercó a preguntar si todo estaba bien, me pareció un lindo detalle."
664,"Costarricense, Centroamericana",positive,Comida deliciosa muy bien sazonada con variedad de platillos para todos los presupuestos. Apto para visita con familia. NO VENDEN LICOR. Recomiendo los platillos con mariscos.,Comida deliciosa muy bien sazonada con variedad de platillos para todos los presupuestos. Apto para visita con familia. NO VENDEN LICOR. Recomiendo los platillos con mariscos.
665,Coreana,positive,"Estamos tan contentos de haber PF Chang's en Costa Rica. La comida y la bebida son las mismas que en los Estados Unidos. Lemon Coconut Sour, mi bebida favorita.El personal es muy servicial.","Estamos tan contentos de haber PF Chang's en Costa Rica. La comida y la bebida son las mismas que en los Estados Unidos. Lemon Coconut Sour, mi bebida favorita.El personal es muy servicial."
666,"Internacional, Centroamericana",positive,"Un lugar realmente agradable para desayunar después de una mañana de ejercicio temprano. El desayuno muy bueno. Buenas porciones. El precio: de medio a alto quizás por la zona. Jugo de naranja extra grande natural, café de primera. No dejen de pedir los huevos rancheros. En resumen: precio calidad muy bien.","Un lugar realmente agradable para desayunar después de una mañana de ejercicio temprano. El desayuno muy bueno. Buenas porciones. El precio: de medio a alto quizás por la zona. Jugo de naranja extra grande natural, café de primera. No dejen de pedir los huevos rancheros. En resumen: precio calidad muy bien."
667,"Bar, Estadounidense, Comida rápida, Pub",positive,Otro ? así dice la Jara o chilera de hooligans que te invita a pedir otra antes de terminar y asi prolongar la estadía en este lugar y ayudar a calmar el agradable picor de las alitas de pollo. Un clasico de CR,Otro ? así dice la Jara o chilera de hooligans que te invita a pedir otra antes de terminar y asi prolongar la estadía en este lugar y ayudar a calmar el agradable picor de las alitas de pollo. Un clasico de CR
668,"Japonesa, Sushi, Asiática",positive,Excelente sabor del ramen miso y ramen vegetariano con tofu y generosas porciones.  El Chef japonés no decepciona. Amable servicio al teléfono y  en el lugar . Aceptaron que lleváramos nuestros propios recipientes para evitar plástico de un solo uso.  Volveremos. Gracias por la experiencia.,Excelente sabor del ramen miso y ramen vegetariano con tofu y generosas porciones.  El Chef japonés no decepciona. Amable servicio al teléfono y  en el lugar . Aceptaron que lleváramos nuestros propios recipientes para evitar plástico de un solo uso.  Volveremos. Gracias por la experiencia.
669,"Latina, Bar, Centroamericana, Costarricense, Fusión",positive,"Mi novio y yo comimos aquí en nuestro reciente viaje a Costa Rica- era una comida con su familia 10 años antes, así que caminamos por la ciudad en busca de Nuestra Tierra, así que me alegro de que lo encontramos! Nos pidió 2 hermosa pescado entero con una deliciosa menús piel- un gran servicio y una linda decoración.","Mi novio y yo comimos aquí en nuestro reciente viaje a Costa Rica- era una comida con su familia 10 años antes, así que caminamos por la ciudad en busca de Nuestra Tierra, así que me alegro de que lo encontramos! Nos pidió 2 hermosa pescado entero con una deliciosa menús piel- un gran servicio y una linda decoración."
670,"Churrasquería, Contemporánea",positive,"Furca es un restaurante famoso por la calidad de sus carnes y el proceso de maduración que realizan ahí mismo en el restaurante ... la carne es buena pero el precio tan alto no justifica la relación costo beneficio ... solicite un corte delgado y cuando lo sirvieron estaba frio, me tocó solicitar que lo cambiaran. El ambiente es chevere y está muy bien decorado , el servicio es muy bueno. ","Furca es un restaurante famoso por la calidad de sus carnes y el proceso de maduración que realizan ahí mismo en el restaurante ... la carne es buena El ambiente es chevere y está muy bien decorado , el servicio es muy bueno. "
671,"Latina, Bar, Centroamericana, Costarricense, Fusión",positive,"He almorzado/cenado varias veces en el lugar. La comida es excelente, muy recomendados los camarones al ajillo o a la manteca con verduras.El ambiente es agradable, con musicos en vivo tocando marimba y los mozos, muy serviciales y amables.Eso si, es caro, un plato simple con bebida puede rondar los 20 U$S, los platos más elaborados con bebida y café, hasta 40 U$S.","He almorzado/cenado varias veces en el lugar. La comida es excelente, muy recomendados los camarones al ajillo o a la manteca con verduras.El ambiente es agradable, con musicos en vivo tocando marimba y los mozos, muy serviciales y amables.Eso si, es caro, un plato simple con bebida puede rondar los 20 U$S, los platos más elaborados con bebida y café, hasta 40 U$S."
672,"Latina, Mariscos, Centroamericana, Costarricense",positive,"Ofrecen plato variados con todo tipo de mariscos.  En general los platos tienen muy buen sabor. Si le gustan los mariscos, no lo piense.","Ofrecen plato variados con todo tipo de mariscos.  En general los platos tienen muy buen sabor. Si le gustan los mariscos, no lo piense."
673,"Costarricense, Latina, Centroamericana",positive,"Es un buen lugar donde detenerse a desayunar o almorzar. Comida tradicional, me gustó una excelente costilla de cerdo, las tortillas palmeadas y el picadillo. El pinto es simple sin nada especial, la cantidad de maduro un poco justita en los casados, pero suficientemente completo para un almuerzo.El lugar es agradable, con buenas vista y con los ventiladores se siente un mínimo frescor para sentirse plenamente cómodo. El servicio es correcto y bastante rápido, aunque no muy cordial, se siente alguna tensión entre ellas.","Es un buen lugar donde detenerse a desayunar o almorzar. Comida tradicional, me gustó una excelente costilla de cerdo, las tortillas palmeadas y el picadillo. El pinto es simple sin nada especial, la cantidad de maduro un poco justita en los casados, pero suficientemente completo para un almuerzo.El lugar es agradable, con buenas vista y con los ventiladores se siente un mínimo frescor para sentirse plenamente cómodo. El servicio es correcto y bastante rápido, aunque no muy cordial, se siente alguna tensión entre ellas."
674,"Parrilla, Fusión",positive,"Recientemente tomó unas vacaciones a la hermosa Jaco. Sólo sobre esta joya oído de la gente! Decidí que era el lugar perfecto para pop la gran pregunta a mi novia. El personal no podría haber sido más amable (o más precioso, en realidad). Me sentí como si estuviera en una sesión de Calvin Klein. Los dueños eran tan agradables que nos compensaron unas rondas de bebidas y postres para mi nuevo Novio y I. no podría ser más impresionante! Recomiendo encarecidamente el lomo de ternera (tenía la ternura de un filete!), y el rabil!!!! Ustedes rock!!!!","Recientemente tomó unas vacaciones a la hermosa Jaco. Sólo sobre esta joya oído de la gente! Decidí que era el lugar perfecto para pop la gran pregunta a mi novia. El personal no podría haber sido más amable (o más precioso, en realidad). Me sentí como si estuviera en una sesión de Calvin Klein. Los dueños eran tan agradables que nos compensaron unas rondas de bebidas y postres para mi nuevo Novio y I. no podría ser más impresionante! Recomiendo encarecidamente el lomo de ternera (tenía la ternura de un filete!), y el rabil!!!! Ustedes rock!!!!"
675,"Churrasquería, Parrillada",positive,"Realmente si quieres comer carne exquisita, buenos cortes, buen sabor, suave, pues este es el mejor lugar. Muy buenos precios y un excelente servicio. Lo único negativo son las presas de automóviles, es una calle muy transitada. Un restaurante pequeño y acogedor, ofrecen bebidas y vinos. Lo recomiendo. ","Realmente si quieres comer carne exquisita, buenos cortes, buen sabor, suave, pues este es el mejor lugar. Muy buenos precios y un excelente servicio. Lo único negativo son las presas de automóviles, es una calle muy transitada. Un restaurante pequeño y acogedor, ofrecen bebidas y vinos. Lo recomiendo. "
676,"Italiana, Mediterránea, Europea",positive,"Buen restaurante, excelentes instalaciones y equipo. Un generoso menú y muy buena comida. El servicio ha mejorado bastante. Precios altos pero guardan relación con la oferta.","Buen restaurante, excelentes instalaciones y equipo. Un generoso menú y muy buena comida. El servicio ha mejorado bastante. Precios altos pero guardan relación con la oferta."
677,"Italiana, Pizzería, Mediterránea",positive,"Buena pasta, precios adecuados. Lugar familiar, pequeño y acogedor. Buen servicio, localizado  en un lugar que es fácil de llegar. Facilidades de parqueo.","Buena pasta, precios adecuados. Lugar familiar, pequeño y acogedor. Buen servicio, localizado  en un lugar que es fácil de llegar. Facilidades de parqueo."
678,Café,positive,"O sea, el local es muy lindo, tiene todo lo necesario.... la cocina es impresionante y el servicio bueno, pero lo que pasa es que la comida siempre te queda debiendo algo, el sabor no es completo, como que les falta a alguien en la cocina con experiencia para que le dé ese toque gastronómico que le hace falta, si lo logran, será un buen lugar.","O sea, el local es muy lindo, tiene todo lo necesario.... la cocina es impresionante y el servicio bueno, pero lo que pasa es que la comida siempre te queda debiendo algo, el sabor no es completo, como que les falta a alguien en la cocina con experiencia para que le dé ese toque gastronómico que le hace falta, si lo logran, será un buen lugar."
679,De la India,positive,Hemos ido ya varias veces. La comida siempre deliciosa y una excelente atención. Celebré mi cumpleaños aquí y hasta me llevaron un postre delicioso!,Hemos ido ya varias veces. La comida siempre deliciosa y una excelente atención. Celebré mi cumpleaños aquí y hasta me llevaron un postre delicioso!
680,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"Probablemente uno de los mejores restaurantes de Jaco, pero Jacó no es conocido por sus restaurantes. La comida era buena, el servicio era muy bueno y los precios son bastante razonables. El lugar era un poco ruidoso. Cerrado por vacaciones del propietario hasta más tarde en 2014 Noviembre. Para cenar, la mejor parte marina cerca Los Sueños es probablemente la mejor opción.","Probablemente uno de los mejores restaurantes de Jaco, pero Jacó no es conocido por sus restaurantes. La comida era buena, el servicio era muy bueno y los precios son bastante razonables. El lugar era un poco ruidoso. Cerrado por vacaciones del propietario hasta más tarde en 2014 Noviembre. Para cenar, la mejor parte marina cerca Los Sueños es probablemente la mejor opción."
681,"Mediterránea, Costarricense",positive,Absolutamente increíble. No podríamos haber pedido algo mejor. El servicio y la comida eran geniales. Bien hecho!,Absolutamente increíble. No podríamos haber pedido algo mejor. El servicio y la comida eran geniales. Bien hecho!
682,"Latina, Centroamericana, Costarricense",positive,"Nos dirigimos a este sencillo restaurante local en SJ a última hora de la tarde alrededor de 2100 h. Un montón de tipos exóticos de todo en la calle (Avenida 7 entre las Calles 7 y 9, en la calle del hotel Santo Tomas) pero nada tenso. Éramos los únicos clientes en el amplio establecimiento y el servicio era bueno y bastante rápido. La camarera que hablaba algo de inglés era amable y servicial, y fuimos para los platos de menú fijo. Éstas eran suficientes pero no era grande, comenzando con un tazón de sopa inesperada y tostadas. El zumo de piña también era bueno. El precio era justo para un lugar local y nos sentimos como si se dejó en un secreto. Sencillo, pero bueno, como debería ser.","Nos dirigimos a este sencillo restaurante local en SJ a última hora de la tarde alrededor de 2100 h. Un montón de tipos exóticos de todo en la calle (Avenida 7 entre las Calles 7 y 9, en la calle del hotel Santo Tomas) pero nada tenso. Éramos los únicos clientes en el amplio establecimiento y el servicio era bueno y bastante rápido. La camarera que hablaba algo de inglés era amable y servicial, y fuimos para los platos de menú fijo. Éstas eran suficientes pero no era grande, comenzando con un tazón de sopa inesperada y tostadas. El zumo de piña también era bueno. El precio era justo para un lugar local y nos sentimos como si se dejó en un secreto. Sencillo, pero bueno, como debería ser."
683,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"Haga su reserva y estará listo para comer en un lugar que el espacio es muy limitado, pero por dentro todo funciona de maravilla. Comida, las luces, el servicio, la cerveza fría. Centro pase de Jaco y sigue adelante. Recomendado","Haga su reserva y estará listo para comer en un lugar que el espacio es muy limitado, pero por dentro todo funciona de maravilla. Comida, las luces, el servicio, la cerveza fría. Centro pase de Jaco y sigue adelante. Recomendado"
684,"Churrasquería, Parrillada, Argentina",positive,Buena comida y buen servicio ... exelentes promociones 100 porciento recomendado ... bastantes opciones entre carne pollo y mariscos,Buena comida y buen servicio ... exelentes promociones 100 porciento recomendado ... bastantes opciones entre carne pollo y mariscos
685,"Costarricense, Café, Centroamericana",positive,"Sucedió en el café una noche, la comida era excelente, el personal muy amable y atento. Una joya escondida de la ciudad lejos del bullicio y el ruido. Gracias por una gran experiencia!","Sucedió en el café una noche, la comida era excelente, el personal muy amable y atento. Una joya escondida de la ciudad lejos del bullicio y el ruido. Gracias por una gran experiencia!"
686,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",positive,Tenía un delicioso almuerzo en la habitación verde. Mi ensalada era delicioso y el espinacas falafel era genial. Sin duda volveremos y lo recomendaría a un amigo.,Tenía un delicioso almuerzo en la habitación verde. Mi ensalada era delicioso y el espinacas falafel era genial. Sin duda volveremos y lo recomendaría a un amigo.
687,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"comida excepcional. Algunos de los mejores que hemos tenido en Costa Rica. No es barato, pero merece la pena.","comida excepcional. Algunos de los mejores que hemos tenido en Costa Rica. No es barato, pero merece la pena."
688,"Estadounidense, Comida rápida",positive,"Es divertido entrar al lugar y ser saludado por todos los que trabajan ahí! Buen servicio , calidad en la comida y muy limpio el lugar !","Es divertido entrar al lugar y ser saludado por todos los que trabajan ahí! Buen servicio , calidad en la comida y muy limpio el lugar !"
689,"Mediterránea, Peruana, Fusión",positive,"Algo... Increible! Desde la primera vez que probé su tartar de atún Pescatore se convirtió en mi restaurante favorito en toda Costa Rica. El tartar, el tiradito y todo lo  que he probado, simplemente: BRAVO!  Super recomendado, no te puedes equivocar con Pescatore.","Algo... Increible! Desde la primera vez que probé su tartar de atún Pescatore se convirtió en mi restaurante favorito en toda Costa Rica. El tartar, el tiradito y todo lo  que he probado, simplemente: BRAVO!  Super recomendado, no te puedes equivocar con Pescatore."
690,"Mediterránea, Del Medio Oriente",positive,Excelente comida en un ambiente otomano. Gran noche. Vimos una presentación sobre el sultán y tradiciones en el Imperio Otomano. Pudimos conocer nuevas especias,Excelente comida en un ambiente otomano. Gran noche. Vimos una presentación sobre el sultán y tradiciones en el Imperio Otomano. Pudimos conocer nuevas especias
691,De la India,positive,"Es un delicioso restaurante. Además de ser cómodo, sus platos están llenos de olores y sabores que, para los amantes de las especias, será una delicia absoluta.El servicio es muy bueno. Todo es bueno, la verdad. Y para aquellos que tanto os gusta este restaurante, no entiendo porque le dan 4 estrellas en lugar de cinco.Si lo merece, lo merece!!!","Es un delicioso restaurante. Además de ser cómodo, sus platos están llenos de olores y sabores que, para los amantes de las especias, será una delicia absoluta.El servicio es muy bueno. Todo es bueno, la verdad. Y para aquellos que tanto os gusta este restaurante, no entiendo porque le dan 4 estrellas en lugar de cinco.Si lo merece, lo merece!!!"
692,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",positive,"Gran ambiente, todo el personal fue muy bueno, la comida era muy buena, con grandes porciones y varias opciones de artesanía fábrica de barril.","Gran ambiente, todo el personal fue muy bueno, la comida era muy buena, con grandes porciones y varias opciones de artesanía fábrica de barril."
693,"Caribeña, Latina, Mariscos, Costarricense",positive,"Ambience muy acogedor , bebidas naturales muy sabrosas y el ceviche sólo bueno. Se aprecia también bellas obras de arte muy originales con los temas . Gracias Tere Moreno por tu bella atención y de tu staff.","Ambience muy acogedor , bebidas naturales muy sabrosas y el ceviche sólo bueno. Se aprecia también bellas obras de arte muy originales con los temas . Gracias Tere Moreno por tu bella atención y de tu staff."
694,"Estadounidense, Churrasquería",positive,"Me gustó el servicio rápido, la comida era deliciosa.El personal entendía que no hablan español, encontraron otro miembro del personal para ayudarnos a pedido. La comida fue servido con prontitud. Café estaba delicioso.","Me gustó el servicio rápido, la comida era deliciosa.El personal entendía que no hablan español, encontraron otro miembro del personal para ayudarnos a pedido. La comida fue servido con prontitud. Café estaba delicioso."
695,"Costarricense, Centroamericana, Churrasquería, Mariscos, Sopas",positive,"Un excelente ambiente para venir con la familia y amigos, excelente servicio, la comida muy rica y se puede venír con las mascotas.","Un excelente ambiente para venir con la familia y amigos, excelente servicio, la comida muy rica y se puede venír con las mascotas."
696,"Latina, Mariscos, Centroamericana, Costarricense, Internacional",positive,"Un lugar acogedor,  con instalaciones muy limpias y con un tiempo de atención adecuado  y con comida de muy alta calidad","Un lugar acogedor,  con instalaciones muy limpias y con un tiempo de atención adecuado  y con comida de muy alta calidad"
697,"Latina, Fuente de soda, Centroamericana, Costarricense",positive,"Lo mejor de la Soda Tapia sigue siendo sus ensaladas de fruta, frescos naturales y helados. Lo demás sigue siéndo lo mismo de regular calidad y precios muy elevados. El servicio  aceptable.","Lo mejor de la Soda Tapia sigue siendo sus ensaladas de fruta, frescos naturales y helados. Lo demás sigue siéndo lo mismo de regular calidad y precios muy elevados. El servicio  aceptable."
698,"Mariscos, Sudamericana, Centroamericana, Costarricense",positive,Descubrimos este lugar y fue realmente bueno. era entre semana y no estaba lleno. Me imagino que los fines pero que vale la pena.,Descubrimos este lugar y fue realmente bueno. era entre semana y no estaba lleno. Me imagino que los fines pero que vale la pena.
699,"Bar, Pub",positive,"¡Qué gran bar de cerveza! Para cualquier angloparlante en Jaco, este es un gran lugar para una noche tranquila y una excelente cerveza artesanal. El propietario, Daniel, es un expatriado de Canadá y es totalmente hospitalario, para una noche lejos de la típica noche de Jaco, ¡mira este lugar!","¡Qué gran bar de cerveza! Para cualquier angloparlante en Jaco, este es un gran lugar para una noche tranquila y una excelente cerveza artesanal. El propietario, Daniel, es un expatriado de Canadá y es totalmente hospitalario, para una noche lejos de la típica noche de Jaco, ¡mira este lugar!"
700,"Japonesa, Sushi, Asiática, Bar, Pub, Saludable",positive,Fuimos a almorzar todos los días mientras Jaco! Era el mejor sushi que he probado. Gran comidas especiales! Si su amante sushi sin duda parada aquí. Estupenda ubicación y el interior con aire acondicionado.,Fuimos a almorzar todos los días mientras Jaco! Era el mejor sushi que he probado. Gran comidas especiales! Si su amante sushi sin duda parada aquí. Estupenda ubicación y el interior con aire acondicionado.
701,"Italiana, Mediterránea, Europea",positive,"Íncreíble, hoy fui con mi chica, y fue espléndido, mi pasta de la costa con un excelente sabor y muy fresca, y la lasaña de mi pareja espectacular., el servicio excelente, desde hoy en adelante unos de mis restaurantes estrella","Íncreíble, hoy fui con mi chica, y fue espléndido, mi pasta de la costa con un excelente sabor y muy fresca, y la lasaña de mi pareja espectacular., el servicio excelente, desde hoy en adelante unos de mis restaurantes estrella"
702,"China, Asiática",positive,"El mejor restaurante de comida china, una atención excelente, el tiempo de espera es muy poco, comida excelente en sabor, calidad y cantidad.","El mejor restaurante de comida china, una atención excelente, el tiempo de espera es muy poco, comida excelente en sabor, calidad y cantidad."
703,"Estadounidense, Centroamericana, Costarricense, Café",positive,"Este ritmo parecía que estaba siempre ope. A pesar de que tienen una hora de descanso en pareja. Vladimir y estuve muy bonita Hayde servida y cocinada nuestra comida cada noche o por la mañana a las 2 o 3 de la mañana hora local. El cerdo pesar de la tortilla de harina era fácilmente el mejor en el menú. Las hamburguesas son increíbles! La mejor parte del tiempo aquí es Vladimir y Hayde son muy amables y nos hicieron sentir muy a gusto aquí en Jacó. Vladimir fue probablemente los chicos más gracioso que conocí en Jacó pero sabía el terreno y no quieres nada más, pero para todo el mundo a pasar un buen momento y que te indican la dirección si es necesario. parar y tarde en la noche para probar la comida fuera y disfrutar de los servidores! Pura Vida!","Este ritmo parecía que estaba siempre ope. A pesar de que tienen una hora de descanso en pareja. Vladimir y estuve muy bonita Hayde servida y cocinada nuestra comida cada noche o por la mañana a las 2 o 3 de la mañana hora local. El cerdo pesar de la tortilla de harina era fácilmente el mejor en el menú. Las hamburguesas son increíbles! La mejor parte del tiempo aquí es Vladimir y Hayde son muy amables y nos hicieron sentir muy a gusto aquí en Jacó. Vladimir fue probablemente los chicos más gracioso que conocí en Jacó pero sabía el terreno y no quieres nada más, pero para todo el mundo a pasar un buen momento y que te indican la dirección si es necesario. parar y tarde en la noche para probar la comida fuera y disfrutar de los servidores! Pura Vida!"
704,"Estadounidense, Centroamericana, Costarricense, Café",positive,"Desearía haber fuimos aquí antes de nuestro viaje. Cada vez que entramos por tenía gente comiendo allí. También abierto a 630 am, lo que está muy bien la mayoría no están abiertas hasta tarde. Me quedé muy sorprendida cuando me preguntó cómo quiero que mis huevos ( tal como lo haría en Estados Unidos). Tienen una buena selección de comida e incluso tienen Jumbo perros calientes de Costco. El propietario nos detuvimos en para asegurarse de que todo estaba bien. El personal habla inglés y muy educado. Fue con diferencia el mejor desayuno de Costa Rica. Recomiendo encarecidamente este lugar. Los precios no están mal.","Desearía haber fuimos aquí antes de nuestro viaje. Cada vez que entramos por tenía gente comiendo allí. También abierto a 630 am, lo que está muy bien la mayoría no están abiertas hasta tarde. Me quedé muy sorprendida cuando me preguntó cómo quiero que mis huevos ( tal como lo haría en Estados Unidos). Tienen una buena selección de comida e incluso tienen Jumbo perros calientes de Costco. El propietario nos detuvimos en para asegurarse de que todo estaba bien. El personal habla inglés y muy educado. Fue con diferencia el mejor desayuno de Costa Rica. Recomiendo encarecidamente este lugar. Los precios no están mal."
705,"Italiana, Mediterránea",positive,"Visité el Ristorante Bottega Privée en El Ángel, Escazú para conocer el lugar y almorzar con un grupo de amigas y realmente quedamos encantadas, la atención fue excelente, la comida rica y cómoda de precio y recibimos una cátedra insuperable sobre cata de vinos. Gracias Ricardo y Daniel por tan excelente velada!!!","Visité el Ristorante Bottega Privée en El Ángel, Escazú para conocer el lugar y almorzar con un grupo de amigas y realmente quedamos encantadas, la atención fue excelente, la comida rica y cómoda de precio y recibimos una cátedra insuperable sobre cata de vinos. Gracias Ricardo y Daniel por tan excelente velada!!!"
706,De la India,positive,"Muy buena atención de todos los que trabajan allí, excelentes recomendaciones, calidad de la comida muy buena y el lugar es tranquilo.","Muy buena atención de todos los que trabajan allí, excelentes recomendaciones, calidad de la comida muy buena y el lugar es tranquilo."
