,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
414,Internacional,negative,"No fuimos solo la mesa, pero varios los grupos de amigos que el mes de Marzo sufrimos los síntomas de la bacteria Estafilocócica gracias a lo que comimos en Café Mundo, razones de sobra para hacer la denuncia pública también por este medio, ya que la denuncia ante el Ministerio de Salud no asegura ningún cambio inmediato!","No fuimos solo la mesa, pero varios los grupos de amigos que el mes de Marzo sufrimos los síntomas de la bacteria Estafilocócica gracias a lo que comimos en Café Mundo, razones de sobra para hacer la denuncia pública también por este medio, ya que la denuncia ante el Ministerio de Salud no asegura ningún cambio inmediato!"
415,"Peruana, Latina, Mariscos, Española, Sudamericana",negative,Trato de ser objetivo y guardar las comparaciones pero en esta ocasión fue decepcionante Si llegas con la expectativa muy alta puedes salir muy molesto. Aunque el servicio se esmera no llega a un alto nivel. La calidad de los platos en relación al precio están muy dispares y no mantiene la calidad.Al final puede que sea una mal experiencia pero no creo que vuelva ,Trato de ser objetivo y guardar las comparaciones pero en esta ocasión fue decepcionante Si llegas con la expectativa muy alta puedes salir muy molesto. Aunque el servicio se esmera no llega a un alto nivel. La calidad de los platos en relación al precio están muy dispares y no mantiene la calidad.Al final puede que sea una mal experiencia pero no creo que vuelva 
416,Fusión,negative,"La comida es cara y grasienta, no sabrosa. La decoración es increíble. y bebidas están bien. El servicio es lento, pero agradable. Considero que para un aperitivo antes de ir a otro lugar para cenar, pero eso es todo","La comida es cara y grasienta, no sabrosa. La decoración es increíble. y bebidas están bien. El servicio es lento, pero agradable. Considero que para un aperitivo antes de ir a otro lugar para cenar, pero eso es todo"
417,Costarricense,negative,"No confundido por las decoraciones. . No es un típico restaurante de comida ni un restaurante mexicano (despide de cómo el lugar estaba decorado).Pollo asado está bien en términos de tamaño y sabor, sin embargo es bastante caro si lo comparas con lugares similares en donde obtener pollo asado (tipo de 1. 5 x 2 x veces el precio medio normal para este tipo de comida)Para mí fue un wow, primera y última visita no debido a la calidad pero el precio es algo a considerar otros sitios similares que están muy cerca y con mejores precios y la misma calidad.","No confundido por las decoraciones. . No es un típico restaurante de comida ni un restaurante mexicano (despide de cómo el lugar estaba decorado).Pollo asado está bien en términos de tamaño y sabor, sin embargo es bastante caro si lo comparas con lugares similares en donde obtener pollo asado (tipo de 1. 5 x 2 x veces el precio medio normal para este tipo de comida)Para mí fue un wow, primera y última visita no debido a la calidad pero el precio es algo a considerar otros sitios similares que están muy cerca y con mejores precios y la misma calidad."
418,"Mediterránea, Costarricense",negative,Eramos un grupo de 8 y pedimos bebidas y una tabla de quesos y se tardaron 2 horas hasta que desistimos y nos tuvimos que ir. una verguenza de atencion. ni siquiera pidieron disculpas.   Esta no es la primera vez que hacen esto.,Eramos un grupo de 8 y pedimos bebidas y una tabla de quesos y se tardaron 2 horas hasta que desistimos y nos tuvimos que ir. una verguenza de atencion. ni siquiera pidieron disculpas.   Esta no es la primera vez que hacen esto.
419,"Churrasquería, Latina, Argentina",negative,El espacio es muy reducido y tardan demasiado en servir el plato fuerte. Los meseros son muy despreocupados de la atención a los clientes.,El espacio es muy reducido y tardan demasiado en servir el plato fuerte. Los meseros son muy despreocupados de la atención a los clientes.
420,"Española, Mediterránea",negative,"Ayer estábamos asistiendo a un evento en frente del restaurante, pensando en comer la cena en la estación de Atocha justo después. Aparcamos en el parking de plaza (es una oficina mixta de aparcamiento mucho, no solo los restaurantes y por la noche son los únicos abiertos, así que no será un espacio de estacionamiento para el restaurante), en ese momento el ""dueño"" de la estación de Atocha en nosotros quedó fascinado con el diciendo que no podíamos aparcar allí. Nos explicó que estábamos planeando cenar en su lugar justo después del evento. Esto no importa, me obligó a mover el coche a la calle. A pesar de que el restaurante no tiene la exclusividad de todo el aparcamiento, a pocos espacios. No hace falta decir que no sólo nos decidimos por un lugar diferente para cenar más tarde esa noche, pero también decidimos nunca a visitar este o cualquier restaurante propiedad de un tal persona grosera, sin experiencia al cliente, gente cero habilidades. No me sorprende su siempre medio vacío. Mucho mejor restaurantes españoles a pocos minutos de distancia. No perder mi tiempo de nuevo en este lugar.","Ayer estábamos asistiendo a un evento en frente del restaurante, pensando en comer la cena en la estación de Atocha justo después. Aparcamos en el parking de plaza (es una oficina mixta de aparcamiento mucho, no solo los restaurantes y por la noche son los únicos abiertos, así que no será un espacio de estacionamiento para el restaurante), en ese momento el ""dueño"" de la estación de Atocha en nosotros quedó fascinado con el diciendo que no podíamos aparcar allí. Nos explicó que estábamos planeando cenar en su lugar justo después del evento. Esto no importa, me obligó a mover el coche a la calle. A pesar de que el restaurante no tiene la exclusividad de todo el aparcamiento, a pocos espacios. No hace falta decir que no sólo nos decidimos por un lugar diferente para cenar más tarde esa noche, pero también decidimos nunca a visitar este o cualquier restaurante propiedad de un tal persona grosera, sin experiencia al cliente, gente cero habilidades. No me sorprende su siempre medio vacío. Mucho mejor restaurantes españoles a pocos minutos de distancia. No perder mi tiempo de nuevo en este lugar."
421,Coreana,negative,No es un gran fan de este lugar. Tienen algún servicio horrible y la comida es mediocre. No volvería.,No es un gran fan de este lugar. Tienen algún servicio horrible y la comida es mediocre. No volvería.
422,"Costarricense, Mariscos, Internacional",negative,"El mesero nos recomendo el especial del día, un arroz con mariscos, el precio de cada plato (solo el arroz) alto US$ 25 (¢ 12.900) cada uno, la porción era buena, y acompañado de una buena cantidad de mariscos (con buen sabor), pero el arroz totalmente crudo, sin sabor, como pasado por agua. Inaceptable para un lugar como estos, en cualquier restaurante de menor perfil hubiera comido un mejor arroz que este y a la tercera parte de su precio. El lugar con una decoración simplona y sin alma, la atención mala. Para no volver.","El mesero nos recomendo el especial del día, un arroz con mariscos, el precio de cada plato (solo el arroz) alto US$ 25 (¢ 12.900) cada uno, la porción era buena, y acompañado de una buena cantidad de mariscos (con buen sabor), pero el arroz totalmente crudo, sin sabor, como pasado por agua. Inaceptable para un lugar como estos, en cualquier restaurante de menor perfil hubiera comido un mejor arroz que este y a la tercera parte de su precio. El lugar con una decoración simplona y sin alma, la atención mala. Para no volver."
423,"Mariscos, Centroamericana, Costarricense",negative,"Llevé a unos amigos turistas a almorzar cuando regresábamos de Jacó, el mesero mal educado(Diego) nunca se presentó, nunca saludó, a una de mis amigas le salió un pelo en el ceviche, le indicamos al mesero y no se disculpó, se lo llevó y a los 10 minutos regresó con otro ceviche lo puso en la meza sin decir una sola palabra. Nunca hubo una disculpa, o un trato amable y apenas nos levantamos de la meza corren a buscar la propina. Vergüenza dan estos lugares y sus meseros. ","Llevé a unos amigos turistas a almorzar cuando regresábamos de Jacó, el mesero mal educado(Diego) nunca se presentó, nunca saludó, a una de mis amigas le salió un pelo en el ceviche, le indicamos al mesero y no se disculpó, se lo llevó y a los 10 minutos regresó con otro ceviche lo puso en la meza sin decir una sola palabra. Nunca hubo una disculpa, o un trato amable y apenas nos levantamos de la meza corren a buscar la propina. Vergüenza dan estos lugares y sus meseros. "
424,"Latina, Costarricense",negative,"Excelente vista. Buenísimo servicio. El ceviche malito... gran variedad de ingredientes... casi nada de pescado y nada especial el sabor. El precio si... caro, caro. No volveré a comer ceviche aquí. Entré porque el menú decía que habían ganado un premio por su ceviche de calamares. No me gusta tanto el calamar. Preferí el de pescado.","Excelente vista. Buenísimo servicio. El ceviche malito... gran variedad de ingredientes... casi nada de pescado y nada especial el sabor. El precio si... caro, caro. No volveré a comer ceviche aquí. Entré porque el menú decía que habían ganado un premio por su ceviche de calamares. No me gusta tanto el calamar. Preferí el de pescado."
425,"Italiana, Pizzería",negative,"Mi pareja comió una hamburguesa, estaba horrible, no traía carne y apenas pudo comerse el pan, yo por mi lado comí lasaña y están deliciosa pero las hamburguesas que hacen son horribles.","Mi pareja comió una hamburguesa, estaba horrible, no traía carne y apenas pudo comerse el pan, yo por mi lado comí lasaña y están deliciosa pero las hamburguesas que hacen son horribles."
426,"Churrasquería, Parrillada, Argentina",negative,"Ordené el chuletón ""importado"" pensando que podría ser carne de res al estilo americano. No fue Era fibroso y algo duro, aunque algo sabroso. Pero por $ 40 realmente esperaba más. El Intercontinental ofrece un chuletón por $ 30 que es absolutamente maravilloso. Así que sáltate este lugar y dirígete al Intercontinental.","Ordené el chuletón ""importado"" pensando que podría ser carne de res al estilo americano. No fue Era fibroso y algo duro, aunque algo sabroso. Pero por $ 40 realmente esperaba más. El Intercontinental ofrece un chuletón por $ 30 que es absolutamente maravilloso. Así que sáltate este lugar y dirígete al Intercontinental."
427,"Bar, Pub",negative,"Lamentablemente la comida servida Sampler (un combinado de boquitas) la carne pasada de termino, las papas tiesas....solo las tiritas de camote estaban bien. 😡","Lamentablemente la comida servida Sampler (un combinado de boquitas) la carne pasada de termino, las papas tiesas....solo las tiritas de camote estaban bien. 😡"
428,"Latina, Centroamericana, Costarricense",negative,"Llevé a mi esposo a celebrar su cumpleaños y para mi sorpresa la comida estaba fría, el té que pedimos sabía como agua pasada por microondas. La atención y servicio al cliente es muy grotesca, no hay cordialidad y al final me costó recibir mi factura electrónica, fue un pleito porque decían que tenía que esperar porque la persona encargada de facturar estaba de viaje. El mirador de noche es precioso, pero hay que pagar extra aún si uno consume en el local. No volvería otra vez. No lo recomiendo.","Llevé a mi esposo a celebrar su cumpleaños y para mi sorpresa la comida estaba fría, el té que pedimos sabía como agua pasada por microondas. La atención y servicio al cliente es muy grotesca, no hay cordialidad y al final me costó recibir mi factura electrónica, fue un pleito porque decían que tenía que esperar porque la persona encargada de facturar estaba de viaje. El mirador de noche es precioso, pero hay que pagar extra aún si uno consume en el local. No volvería otra vez. No lo recomiendo."
429,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",negative,"Éramos 4 personas a este restaurante para el desayuno.El proceso fue lento, nos dieron las bebidas pero el espectáculo no de comida y finalmente decidimos marcharnos después de 45 min. mientras no nuestra orden.Tengo que decir que tbat el gerente fue bastante aceptable y no nos cobraron por el café y zumos.","Éramos 4 personas a este restaurante para el desayuno.El proceso fue lento, nos dieron las bebidas pero el espectáculo no de comida y finalmente decidimos marcharnos después de 45 min. mientras no nuestra orden.Tengo que decir que tbat el gerente fue bastante aceptable y no nos cobraron por el café y zumos."
430,"Bar, Contemporánea",negative,"Una tarde de viernes fui allí con mi novio, el lugar estaba vacío apenas 5 personas en todo el bar y tardaron más de 15 minutos en preguntar que queríamos y durante todo el tiempo el servicio fue muy lento, no malo pero si muy lento. Ni me imagino lo que se pueden tardar cuando sea hora pico. Además cobraron algo que no era.","Una tarde de viernes fui allí con mi novio, el lugar estaba vacío apenas 5 personas en todo el bar y tardaron más de 15 minutos en preguntar que queríamos y durante todo el tiempo el servicio fue muy lento, no malo pero si muy lento. Ni me imagino lo que se pueden tardar cuando sea hora pico. Además cobraron algo que no era."
431,"Latina, Bar, Centroamericana, Costarricense, Fusión",negative,Estaba tan enfermo de plato de pollo. Cuando hablé con los demás sobre este lugar tenían experiencias similares.,Estaba tan enfermo de plato de pollo. Cuando hablé con los demás sobre este lugar tenían experiencias similares.
432,"Latina, Centroamericana, Costarricense",negative,Aburrido comida sin sabor. Es bastante barato que puede justificar la calidad. Pero si lo que buscas es una buena experiencia de comida y luego encontrar otro lugar.,Aburrido comida sin sabor. Es bastante barato que puede justificar la calidad. Pero si lo que buscas es una buena experiencia de comida y luego encontrar otro lugar.
433,N/E,negative,"Tardaron una hora para servir 2 ensaladas. Si el restaurante sabe que sus tiempos de espera son tan altos, lo mínimo que debería hacer es decirle al cliente y que este tome la decisión de moverse a un lugar más eficiente o esperar la hora por su comida. También pueden ofrecer entremeses o sugerir entradas que estén más rápido. ","Tardaron una hora para servir 2 ensaladas. Si el restaurante sabe que sus tiempos de espera son tan altos, lo mínimo que debería hacer es decirle al cliente y que este tome la decisión de moverse a un lugar más eficiente o esperar la hora por su comida. También pueden ofrecer entremeses o sugerir entradas que estén más rápido. "
434,"Mariscos, Centroamericana, Internacional, Contemporánea",negative,"Cuando vi ""contrariada banana"" acompañan a un plato coreano debería haber llevado fuera de este lugar. El menú se basa en el chef o chefs' equivocación que él o ella que pueden mejorar en old favoritos. El cangrejo -uno de los favoritos de la mía- eran gastly. Yo vivo en México, hogar de una de las mejores cocinas del mundo. Hasta ahora no ha ocurrido a cualquiera de sus 110 millones de habitantes de usar pato en quesadillas ... hasta algún jefe extranjero viene junto y decide sabe lo que es mejor. Hasta ahora, este fue uno de mis peores experiencias gastronómicas en tiempos recientes. Este lugar es caro, pretencioso y la comida es espantosa.","Cuando vi ""contrariada banana"" acompañan a un plato coreano debería haber llevado fuera de este lugar. El menú se basa en el chef o chefs' equivocación que él o ella que pueden mejorar en old favoritos. El cangrejo -uno de los favoritos de la mía- eran espantosos. Yo vivo en México, hogar de una de las mejores cocinas del mundo. Hasta ahora no ha ocurrido a cualquiera de sus 110 millones de habitantes de usar pato en quesadillas ... hasta algún jefe extranjero viene junto y decide sabe lo que es mejor. Hasta ahora, este fue uno de mis peores experiencias gastronómicas en tiempos recientes. Este lugar es caro, pretencioso y la comida es espantosa."
435,"Latina, Mariscos, Centroamericana, Costarricense",negative,"Fama y a dormir ? Es en otros tiempos ya no es lo que fue, la comida sin sabor y con poca gracia, los meseros rápidos pero la cajero toda la vida para cobrar, se come no se ni porque porque hay otras opciones","Fama y a dormir ? Es en otros tiempos ya no es lo que fue, la comida sin sabor y con poca gracia, los meseros rápidos pero la cajero toda la vida para cobrar, se come no se ni porque porque hay otras opciones"
436,"Latina, Centroamericana, Costarricense, Saludable",negative,"Muy mal, se publicitan como pollo a la leña y sabe a cualquier cosa menos a leña,los acompañantes muy regulares, arroz duro, ensalada sin dressing, no tienen salsas ni picantes propios, osea, son salsas y picantes de frasco, ahorrate el viaje y come pollo de pricesmart o walmart.","Muy mal, se publicitan como pollo a la leña y sabe a cualquier cosa menos a leña,los acompañantes muy regulares, arroz duro, ensalada sin dressing, no tienen salsas ni picantes propios, osea, son salsas y picantes de frasco, ahorrate el viaje y come pollo de pricesmart o walmart."
437,"Japonesa, Sushi, Asiática",negative,"Pésimo lugar! Ya había ido antes y quedé con mala impresión, decidimos darle una segunda oportunidad (que solo sirvió para confirmar que no es un lugar para volver). El servicio malísimo desde el primer momento, tanto que ni sé por dónde empezar la historia: Cuando nos sentamos en la mesa (previamente reservada), el salonero duró un rato en llegar a atendernos y entregar menús, le entregamos los Yuplones de una vez, unos 5-10 mins después volvió a la mesa a decirnos “ah si, iban a tomar algo?”, nos tomó la orden y 10mins después llegaron las bebidas de la primera ronda: un té mal diluido en agua y hielo, un jugo de piña muy rico y un vaso de jugo de naranja (probablemente) Tampico. En un lugar pequeño con solo 2 mesas ocupadas, esto me parece inaceptable! Para la 2da ronda de bebidas les tomó 20mins en traernos un jugo de piña (intomable por tanto dulce), luego de la mala cara al decirles que estaba horrible duraron otros 15mins en traerlo de vuelta ""ya arreglado"", con la suerte que para ese momento habíamos terminado de comer. Nos quedamos con las ganas de pedir el otro refresco ya que nunca nos tomaron la orden, terminamos compartiendo lo que había en la mesa a ver si “bajábamos la comida”. Pedimos sake para brindar, venía tibio y con 2 copas, en una mesa de 7 esto no tiene sentido por lo que pedimos las otras 5 copas, 5mins después volvió el salonero y nos dijo que no encontraba las otras copas, por lo que terminamos brindando con un sake frío por la espera y en los vasos vacíos que había en la mesa, ya que ni siquiera nos dieron otra opción. La comida no es excepción a la mala experiencia, apenas llegamos les entregamos los 5 Yuplones que traíamos, vimos pasar 2 órdenes de gente que había llegado 10-20mins después que nosotros y hasta la 3era vez que preguntamos (50 minutos después) llegó nuestra orden de sushi. Para la sorpresa que los rollos eran más pequeños de lo normal (mala práctica común en los restaurantes cuando ofrecen cupones), con salmón viejo encima (seco y con partes negras), wasabi añejo (seco y con sabor a plástico) y sin jengibre (lo tuvimos que pedir por aparte, por suerte estaba muy rico y fresco). En resumen, desperdicio de dinero que pagamos por una mala noche, que habíamos planeado como una linda celebración familiar por dos buenas noticias recientes","Pésimo lugar! Ya había ido antes y quedé con mala impresión, decidimos darle una segunda oportunidad (que solo sirvió para confirmar que no es un lugar para volver). El servicio malísimo desde el primer momento, tanto que ni sé por dónde empezar la historia: Cuando nos sentamos en la mesa (previamente reservada), el salonero duró un rato en llegar a atendernos y entregar menús, le entregamos los Yuplones de una vez, unos 5-10 mins después volvió a la mesa a decirnos “ah si, iban a tomar algo?”, nos tomó la orden y 10mins después llegaron las bebidas de la primera ronda: un té mal diluido en agua y hielo, un jugo de piña muy rico y un vaso de jugo de naranja (probablemente) Tampico. En un lugar pequeño con solo 2 mesas ocupadas, esto me parece inaceptable! Para la 2da ronda de bebidas les tomó 20mins en traernos un jugo de piña (intomable por tanto dulce), luego de la mala cara al decirles que estaba horrible duraron otros 15mins en traerlo de vuelta ""ya arreglado"", con la suerte que para ese momento habíamos terminado de comer. Nos quedamos con las ganas de pedir el otro refresco ya que nunca nos tomaron la orden, terminamos compartiendo lo que había en la mesa a ver si “bajábamos la comida”. Pedimos sake para brindar, venía tibio y con 2 copas, en una mesa de 7 esto no tiene sentido por lo que pedimos las otras 5 copas, 5mins después volvió el salonero y nos dijo que no encontraba las otras copas, por lo que terminamos brindando con un sake frío por la espera y en los vasos vacíos que había en la mesa, ya que ni siquiera nos dieron otra opción. La comida no es excepción a la mala experiencia, apenas llegamos les entregamos los 5 Yuplones que traíamos, vimos pasar 2 órdenes de gente que había llegado 10-20mins después que nosotros y hasta la 3era vez que preguntamos (50 minutos después) llegó nuestra orden de sushi. Para la sorpresa que los rollos eran más pequeños de lo normal (mala práctica común en los restaurantes cuando ofrecen cupones), con salmón viejo encima (seco y con partes negras), wasabi añejo (seco y con sabor a plástico) y sin jengibre (lo tuvimos que pedir por aparte, por suerte estaba muy rico y fresco). En resumen, desperdicio de dinero que pagamos por una mala noche, que habíamos planeado como una linda celebración familiar por dos buenas noticias recientes"
438,"Latina, Bar, Centroamericana, Costarricense, Fusión",negative,"Primera vez en San José. Un par de personas nos recomendaron este lugar. ¡Qué gran error no revisar el TripAdvisor críticas. Yo nunca más volveremos a cometer el mismo error. Mi hijo de 14 años, que volvería a comer nada dijo que su almuerzo escolar sabe mejor que este lugar. decía sobre precios razonables y la comida. El servicio era muy bueno. Esperemos que se mejore desde aquí. Tiempo para leer los comentarios TripAdvisor.","Primera vez en San José. Un par de personas nos recomendaron este lugar. ¡Qué gran error no revisar el TripAdvisor críticas. Yo nunca más volveremos a cometer el mismo error. Mi hijo de 14 años, que volvería a comer nada dijo que su almuerzo escolar sabe mejor que este lugar. decía sobre precios razonables y la comida. El servicio era muy bueno. Esperemos que se mejore desde aquí. Tiempo para leer los comentarios TripAdvisor."
439,Churrasquería,negative,Cena de amigos. Pedimos cortes y 2 de ellos venía  mañ cocinados. El mío era entraña y aunque me lo cambiaron vino mal...Lastima como perdieron la calidad. Mejor que sirvan bocas y vender la idea de un restaurante premium de carnes.Nada recomendado.,Cena de amigos. Pedimos cortes y 2 de ellos venía  mañ cocinados. El mío era entraña y aunque me lo cambiaron vino mal...Lastima como perdieron la calidad. Mejor que sirvan bocas y vender la idea de un restaurante premium de carnes.Nada recomendado.
440,"Mexicana, Latina",negative,"De los 3 comensales las frases fueron:1-Lo mejor fieros los frijoles del burro y el Chile.2-La sopa azteca como si el mismo Tenosticlan la hubiera hecho.3- Hamburguesa, me he comido mejores a 1600 colones","De los 3 comensales las frases fueron:1-Lo mejor fieros los frijoles del burro y el Chile.2-La sopa azteca como si el mismo Tenosticlan la hubiera hecho.3- Hamburguesa, me he comido mejores a 1600 colones"
441,"Mariscos, Centroamericana, Internacional, Contemporánea",negative,"Tal vez viene con altas expectativas es un conjunto para una decepción.Cuando pedimos el cangrejo me esperaba dos o tres pasteles de cangrejo, pero solo uno llegó. El pastel de cangrejo era buena.Pedí el pato Enchiladas y era asqueroso. Parecía bebé excremento. Me tomó quizás tres picaduras y yo no podía tomar otro algo de la fuerza. La salsa era irresistible. Cualquier otro sabor asesinados en el plato.El servidor altamente recomendado que mi amigo pato entrantes pedimos. El pato era tan buena como una cena de microondas.La factura fue de $65. La única cosa positiva para conocer este lugar era el servidor. Él sabe cómo vender el menú. Duda Come la comida basura que sirve. Terminamos yendo a una manzana verde y comer en la habitación que era 1000% mejor y más barato. Ahorra tiempo y dinero y comer en ningún otro sitio y saltaba.","Tal vez viene con altas expectativas es un conjunto para una decepción.Cuando pedimos el cangrejo me esperaba dos o tres pasteles de cangrejo, pero solo uno llegó. El pastel de cangrejo era buena.Pedí el pato Enchiladas y era asqueroso. Parecía bebé excremento. Me tomó quizás tres picaduras y yo no podía tomar otro algo de la fuerza. La salsa era irresistible. Cualquier otro sabor asesinados en el plato.El servidor altamente recomendado que mi amigo pato entrantes pedimos. El pato era tan buena como una cena de microondas.La factura fue de $65. La única cosa positiva para conocer este lugar era el servidor. Él sabe cómo vender el menú. Duda Come la comida basura que sirve. Terminamos yendo a una manzana verde y comer en la habitación que era 1000% mejor y más barato. Ahorra tiempo y dinero y comer en ningún otro sitio y saltaba."
442,N/E,negative,Que malo llevarse la misma impresion dos veces del mismo lugar fui a comer con mi familia pasamos a ordenar y una de las cajeras se comporto muy grosera como apurada des,Que malo llevarse la misma impresion dos veces del mismo lugar fui a comer con mi familia pasamos a ordenar y una de las cajeras se comporto muy grosera como apurada des
443,"Parrilla, Fusión",negative,"Terminamos en Graffiti es porque de las otras críticas. Al entrar nos quedamos los 1 clientes de la noche, la primera bandera roja. Realmente no sabía qué queríamos tomar pedimos agua. Eso es cuando nuestra camarera desarrollado una actitud sin importancia. No recuerdo su nombre pero ella tenía un tatuaje en su hombro derecho. Empezamos con los calamares, por US$8,00 nos dieron 8 calamares muy pequeño con una pequeña taza de deliciosa salsa mojar. Para la cena nos pedimos la pasta Alfredo de la junta negra de split. Una vez que la camarera nos enteramos de que sólo estábamos pidiendo un plato nos dieron actitud más. Por US$21,00 nos dieron un poco de pasta básica, con salsa Alfredo y 8 camarones ragu buen tamaño de tipo con un pequeño toque de lejía en ellos y algunos muy sabroso brócoli. Marie Callander podrían poner este plato de negocios. Un trozo de pan habría sido muy bonito, pero yo estaba enferma de la actitud. Dos partidos diferentes y acabé sentada a ambos lados de nosotros, una era regular y no conseguí actitud pero los patrones en el otro lado eran dos chicas que viajan juntos y gestión habló sobre la actitud de la camarera. El restaurante es un lugar muy bonito con aspecto que es un poco lejos del centro de la ciudad con un gran potencial. Rodamiento con extremo cuidado.","Terminamos en Graffiti es porque de las otras críticas. Al entrar nos quedamos los primeros clientes de la noche, la primera bandera roja. Realmente no sabía qué queríamos tomar pedimos agua. Eso es cuando nuestra camarera desarrollado una actitud sin importancia. No recuerdo su nombre pero ella tenía un tatuaje en su hombro derecho. Empezamos con los calamares, por US$8,00 nos dieron 8 calamares muy pequeño con una pequeña taza de deliciosa salsa mojar. Para la cena nos pedimos la pasta Alfredo de la junta negra de split. Una vez que la camarera nos enteramos de que sólo estábamos pidiendo un plato nos dieron actitud más. Por US$21,00 nos dieron un poco de pasta básica, con salsa Alfredo y 8 camarones ragu buen tamaño de tipo con un pequeño toque de lejía en ellos y algunos muy sabroso brócoli. Marie Callander podrían poner este plato de negocios. Un trozo de pan habría sido muy bonito, pero yo estaba enferma de la actitud. Dos partidos diferentes y acabé sentada a ambos lados de nosotros, una era regular y no conseguí actitud pero los patrones en el otro lado eran dos chicas que viajan juntos y gestión habló sobre la actitud de la camarera. El restaurante es un lugar muy bonito con aspecto que es un poco lejos del centro de la ciudad con un gran potencial. Rodamiento con extremo cuidado."
444,"Estadounidense, Bar, Pub, Centroamericana",negative,"Este es uno de los lugares en donde al salir, no se puede evitar sentirse descorazonado. La comida es muy corriente, pero pretenciosa. Sobre todo demasiado cara. El ambiente está bien, y la propuesta de cervezas bastante diversa. Pero cuando se visita el lugar con afán de comer algo, la cuenta total es más cara de lo debido.","Este es uno de los lugares en donde al salir, no se puede evitar sentirse descorazonado. La comida es muy corriente, pero pretenciosa. Sobre todo demasiado cara. El ambiente está bien, y la propuesta de cervezas bastante diversa. Pero cuando se visita el lugar con afán de comer algo, la cuenta total es más cara de lo debido."
445,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",negative,"El servicio que obtuve en el restaurante fue muy malo. Inicialmente solicité una reserva con el señor Randall y al preguntar por ella no se tramitó. Me parece una falta de respeto que tuve que llamar 2 veces porque en la primera me colgaron la llamada. Consecuentemente al llegar opté por el menú a la carta junto a mi esposa de acuerdo a la disponibilidad así que estuve en espera luego de haber reservado...bien los errores siguieron. Nos sirvieron agua en copas mal olientes específicamente olían a huevo y la servilleta de tela estaba manchada no entiendo porque usan blancas HABÍAN LABIOS MARCADOS por dicha el salonero no nos retiró los puestos extra para poder cambiar la copa y servilleta. Por otro lado, agradezco poder haber encontrado un salonero que notara nuestra existencia y nos trajera las bebidas. Adelantándome a mi experiencia no puedo creer que te cobren casi 3500 por una bebida ""natural"" PERO TE DEN PULPA DE MANGO. Iniciamos con una entrada no había cuchara otros 3 minutos de espera para ingerir nuestros alimentos...En cuanto a la rapidez de preparación de nuestra orden es lenta entendible por la operativa y por la calidad de los ingredientes. Muy buena la comida eso sí lo recomendaría, pero aún así no veo la necesidad de añadir más pausa a la acción que es necesario que estén listos los platos fuertes para que me retiren los platos de entrada o me coloquen la cubertería. Lamentablemente, no todo terminó ahí porque tuve que esperar más de 20 minutos para que me dieran mi cuenta y luego aún más tiempo para poder tener mi factura porque inicialmente te dan algo que parece una factura pero aunque te cobren en la mesa al pagar con tu tarjeta se dura aún más.He visitado el restaurante en múltiples ocasiones esperaría que este detalle expreso acá tomen un alto ya que no sé como el Intercontinental piensa vender una idea en The Market con su buena comida pero tienen una pésima prestancia y/o calidad de servicio.","El servicio que obtuve en el restaurante fue muy malo. Inicialmente solicité una reserva con el señor Randall y al preguntar por ella no se tramitó. Me parece una falta de respeto que tuve que llamar 2 veces porque en la primera me colgaron la llamada. Consecuentemente al llegar opté por el menú a la carta junto a mi esposa de acuerdo a la disponibilidad así que estuve en espera luego de haber reservado...bien los errores siguieron. Nos sirvieron agua en copas mal olientes específicamente olían a huevo y la servilleta de tela estaba manchada no entiendo porque usan blancas HABÍAN LABIOS MARCADOS por dicha el salonero no nos retiró los puestos extra para poder cambiar la copa y servilleta. Por otro lado, agradezco poder haber encontrado un salonero que notara nuestra existencia y nos trajera las bebidas. Adelantándome a mi experiencia no puedo creer que te cobren casi 3500 por una bebida ""natural"" PERO TE DEN PULPA DE MANGO. Iniciamos con una entrada no había cuchara otros 3 minutos de espera para ingerir nuestros alimentos...En cuanto a la rapidez de preparación de nuestra orden es lenta entendible por la operativa y por la calidad de los ingredientes. Muy buena la comida eso sí lo recomendaría, pero aún así no veo la necesidad de añadir más pausa a la acción que es necesario que estén listos los platos fuertes para que me retiren los platos de entrada o me coloquen la cubertería. Lamentablemente, no todo terminó ahí porque tuve que esperar más de 20 minutos para que me dieran mi cuenta y luego aún más tiempo para poder tener mi factura porque inicialmente te dan algo que parece una factura pero aunque te cobren en la mesa al pagar con tu tarjeta se dura aún más.He visitado el restaurante en múltiples ocasiones esperaría que este detalle expreso acá tomen un alto ya que no sé como el Intercontinental piensa vender una idea en The Market con su buena comida pero tienen una pésima prestancia y/o calidad de servicio."
446,"Mexicana, Estadounidense, Costarricense, Mariscos, Centroamericana",negative,"Los batidos son deliciosos, la comida no me gusto para nada pedí un guacamole que no estaba fresco y unos tacos de carne que prácticamente no tenían carne",la comida no me gusto para nada pedí un guacamole que no estaba fresco y unos tacos de carne que prácticamente no tenían carne
