,Tipo_Comida,Calificacion,Comentario,Calificacion_Comentario
751,"Internacional, Costarricense",negative,servicio malo calidad de la comida pésimo y el aseo del lugar no es el mas limpio que podrás ver en tu vida,1
752,"Internacional, Costarricense",negative,la comida bien la atención muy buena el ambiente aunque desean hacer una temática de terraza si les falta mucho cuidado y detalle tanto en la estructura como es su mobiliario pues está al no ser diseñado para exteriores muestra mucho desgaste y mal aspecto por factores del clima como exposición a la lluvia y el sol los visite para un almuerzo y siendo una temática buffet si les falta mucho por mejorar iniciando en ser más un servicio de catering service que buffet pero en general una agradable experiencia y rica comida a un cómodo precio,2
753,"Internacional, Costarricense",negative,no vayan nunca ni organicen un evento en este lugar el servicio es pésimo tampoco organicen eventos en este lugar no pierdan su dinero por favor no se arriesguen busquen en internet y ven la cantidad exagerada de denuncias una prima que estaba organizando la recepción de la boda en este lugar acaba de tener la peor experiencia ya no lo va a hacer ahí por culpa de los dueños del lugar y tampoco les quieren devolver el dinero si buscan en internet van a ver historias de bodas fiestas baby shower las ofertas del restaurante son a medias no vayan alejense de este lugar,1
754,"Internacional, Costarricense",negative,el mes pasado visite este restaurante para degustar los supuestos ¨famosos nachos¨ por recomendación de varios amigos pero lamentablemente la decepción fue grande iniciando por el mesero que nos atendió el domingo 16 de agosto estaba mas interesado en vendernos el almuerzo buffet que por saber que deseábamos comerde manera despectiva nos dijo que los nachos no estaban en el menú le comente de manera afable que lo visitábamos por primera vez por la recomendación de unos amigos y por querer probar los nachos y su actitud fue desinteresadaque falta les hace un curso de servicio al cliente para que sepan que el cliente es la razón de ser de una empresa y es a el a quien se deben de esmerar en superar sus expectativasal fin llegaron los nachos una torre de tortillas tostadas con unas pinceladas de queso unos cuantos trocitos de tomate diminutos trocitos de pollo y res y los frijoles molidos bueno parece que los pintaron con una brocha en el centro del plato la verdad no fue ni lo mínimo que esperaba del lugar para la gran campaña en redes sociales que hacen y el precio de lo servido no compensa en lo mínimo la pobre calidad la verdad no nos quedo gana alguna de probar el buffet por la primer experiencia,1
755,"Internacional, Costarricense",negative,un sábado a las 0930 llegué con un amigo extranjero a ese lugar queríamos cenar por facebook buscando el horario nos habíamos enterado de que tenían una promo de alitas a 100 colones cada una yo no como alitas pero mi amigo quería probarlas llegamos el restaurante estaba a medio llenar como a los 10 minutos nos atendieron la mesa que elegimos estaba llena de botellas y platos por cierto ordenamos bebidas y mi amigo preguntó por las alitas le dijeron que se habían acabado ¿para qué promocionan una oferta hasta las 11 de la noche si no tienen la capacidad de honrarla pedimos los menús y la salonera regresó al rato a decirnos que ya no hay menú sorry esto levantó muchas dudas ya que había mesas que claramente no habían ordenado aún terrible experiencia por dicha la parrillita de pepe queda cerca y el servicio y la comida ahí siempre son excelentes,1
756,"Internacional, Costarricense",negative,esperamos nuestra comida durante 25 minutos cuando vimos que no venía nos levantamos a pagar los refrescos que era lo único que nos sirvieron y nadie se preocupó de lo que estaba pasando muy tranquilamente nos cobraron los refrescos y nada más seguramente porque esto pasa muy comúnmente en este lugar el lugar no es bonito ni nada por el estilo solo es famoso por tener promociones de comida a bajo precio pero si hay que esperar 25 minutos o más por la comida no creo que tenga sentido no creo volver a este lugar,1
757,"Libanesa, Mediterránea",negative,tardaron casi una hora en preparar el pedido y enviaron el humus sin pan pita me lo tuve que comer con cuchara,1
758,"Latina, Fuente de soda, Centroamericana, Costarricense",positive,lo mejor de la soda tapia sigue siendo sus ensaladas de fruta frescos naturales y helados lo demás sigue siéndo lo mismo de regular calidad y precios muy elevados el servicio aceptable,3
759,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,un lugar clásico para los ticos claro nosotros al regresar por la zona decidimos ir a comer han cambiado mucho ahora tiene precios altos por comida tan básica como un casado un sandwich y la calidad no es buena los platos llegaron fríos el mesero se equivocó en traer 3 platos de comida cuando habíamos pedido 2 y se molestó porque le pedimos regresarlosi tienen otra opción diferente a soda la tapia vayan,2
760,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,hace rato no íbamos por lo lento del servicio pero hoy se pasaron y llegaron al ridículo 45 minutos para que nos sirvieran la comida que pedimos ni los frescos habían traído y cuando le reclame al gerente las comillas son a propósito la respuesta fue aquí las cosas se hacen así una pésima actitud de la cabeza del lugar si el supuesto gerente actúa así que actitud se puede esperar de sus empleados nunca volveré ni yo ni mi familia si no les interesa cómo funciona el restaurante deberían de cerrarlo,1
761,"Latina, Fuente de soda, Centroamericana, Costarricense",positive,me cuenta que el lugar es muy tipico para los lugarenos por lo cual deben visitar para tener una experiencia cotidiana de los ticosla comida es rica y agradable,3
762,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,por donde empezar primero porque el lugar esta ubicado horrible en el punto mas malo de plaza real ya que inexplicablemente la mejor parte del local es la de arriba y nunca esta abierta siempre te dicen que esta llena cuando en realidad no hay nadie esta vacia si tanta pereza les da subir y atender a la gente y limpiar entonces deberian de trabajar en otra cosaluego uno hace el pedido la gente te medio atiende a la carrera luego de ordenar llega la primera ´prueba un jugo de naranja que parece sacado de un envase de tampico con agua de mas horrible luego llegan las frutas donde al parecer con un banano alimentan a 4 personas porque las 3 rodajas de banano que me sirvieron es lo que me demuestra la pesadilla continua llega mi pedido un pinto con queso frito que no esta frito a lo que le hago notar al mesero y se lo lleva para freirlo al regresar para mi sorpresa viene ya frito pero con un desenlace aun mas intrigante solo viene una rebanada de queso y antes eran dos al preguntarle al mesero que paso con mi otra rebanada me dice en tono gracioso que es que los de la cocina se equivocaron y me dieron dos cuando solo sirven una osea los salve pero que pasa con las rebanadas de queso que toque y manocie muy probable otra persona ya la esta comiendo algo que me asusta muchosi te sientas adentro escuchas la conversacion del de la par ya que las mesas estan tan juntas que parece que estamos en una casa familiar y todos somos primos y si te sientas afuera tienes que aguantar que toda la gente que pasa por la plaza vea tu comida y se antojen o te critiquen o lo que es peor aguantarse el olor a baño porque estamos junto al bañoseñores de soda tapia no se duerman n los laureles y se jacten de su tradicion y trayectoria porque algun dia se pueden llevar una sorpresa y la gente se de cuenta que por sus precios y lo que piden es mejor y a lugares con mucha mejor atencion y calidad en la comida,1
763,"Latina, Fuente de soda, Centroamericana, Costarricense",positive,es un punto clasico de la sociedad costarricense porque ademas de que tiene como 50 años abre las 24 horas y queda en la entrada del paseo colon se puede comer comida tipica con helados siempre sabrosos quien en sus años mozos no ha ido a desayunar en la madrugada a la soda tapia despues de una noche de diversion y juerga para los foráneos es un sitio que siempre se debe tener en cuenta,4
764,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,la calidad de la comida merece que sea regalada la atención apesta lo hacen con pereza y con cara de que se quieren pegar un balazo no vale la pena hay muchas mejores opciones como mcdonalds por ejemplo así de trágico su precios son ridículos 4 por una gaseosa en lata por favor,2
765,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,sé que soda tapia quiere mantener las comidas típicas de soda pero vamos la comida de soda sabe mucho mejor deben mejorar en la presentación de los platillos y asegurarse de dar más sabor la ensalada de lechuga deja mucho que desear,2
766,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,si quieres ir a comer y esperar hasta que el hambre se te haya ido ese es el lugar ademas debes tu buscar a los meseros para que te atiendan,1
767,"Latina, Fuente de soda, Centroamericana, Costarricense",positive,soda tapia tiene buenas comidas pero muchas veces los precios son elevados para la poca calidad de servicios que tienen no son muy disgustativos podrían mejorar,3
768,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,las personas que atienden estan muy desorganizados y mucho papeleo por todo es realmente caro para la calidad y el servicio no recomendado mejores cafeterias en san josé,1
769,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,la estructura del lugar horrible los precios altisimos para la categoria del lugar mejor me fui a teriyaki a pagar un poco más que ahi pero un lugar más calido,2
770,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,sucio siempre,1
771,"Latina, Centroamericana, Costarricense, Internacional",positive,poca variedad en el menúel servicio es algo lentollegamos pasadas las 12md y nos indicaron que aún no tenían carne en salsa en el casado solo pescado y chuletael precio es normal,3
772,"Latina, Centroamericana, Costarricense, Internacional",positive,pasamos aquí por las recomendaciones de tripadvisor y que buena sorpresa el menú no sorprende pero todos los platitos que probamos muy bien hechos del tamal a los cazados etc los refrescos naturales muy especiales hasta hay una linda pintura de decoracion y muy buena atencion al cliente agradable sabroso y limpio altamente recomendado ya vendremos de nuevo,4
773,"Latina, Centroamericana, Costarricense, Internacional",positive,una pequeña parada en el camino de san josé a puntarenas coop de siete house esposas que gran comida típica costarricense,5
774,"Costarricense, Centroamericana",positive,comida deliciosa muy bien sazonada con variedad de platillos para todos los presupuestos apto para visita con familia no venden licor recomiendo los platillos con mariscos,5
775,"Mariscos, Sudamericana, Costarricense",positive,excelente opción de mariscos frescosatención personalizada me comí un pargo rojo relleno de mariscos🤩🤤😋,5
776,"Costarricense, Latina, Internacional, Española, Sudamericana, Centroamericana",negative,nos detuvimos aquí para un almuerzo rápido mientras conducíamos a nuestro próximo destinola mesa junto a nosotros que llegó después de que habíamos hecho los pedidos obtuvo sus comidas primero esperamos al menos 45 minutos para nuestra comida cuando finalmente llegó era sosa e insípidaevita este restaurante a menos que estés preparado para esperar tu pedido y te guste la comida insípida,2
777,"Latina, Mariscos, Internacional, Parrilla, Costarricense",negative,aunque las guarniciones podrían mejorarlo que si me desanimo completamente fue la corvina mainiere que pedíya que aparte de carecer de sabor proprio de la receta o sea una receta muy mala elaborada lo que me llamo la atención poderosamente fue como lograron desmejorar esa proteína eligiendo margarina sobre la clásica mantequilla animal que debe usarse es lamentable ver como por un asunto de economía un restaurante decide engañar a sus clientes para ahorrarse unos pesos por un plato que considero además estaba bien cobradoespero que este comentario sirva para que analicen sus inventarios y valoren el poder de los ingredientes de calidaddebo recalcar la amabilidad y el buen servicio del personal que nos atendió,2
778,"Latina, Mariscos, Internacional, Parrilla, Costarricense",positive,muy buenavisitamos el lugar por recomendación de unos amigos y realmente es un lugar excelente con muy buena cubana y mojitos comida puedes ir y pass ac buenooo,5
779,"Latina, Mariscos, Centroamericana, Costarricense",negative,sin embargo la comida es deficiente pedimos camarones y estaban pasados de cocción también pedimos una hamburguesa especial de la casa y era una hamburguesa común y corriente con torta de carne procesada nada extraordinario para el monto que pagamos ese día no valió la pena consideramos que hay mejores opciones,2
780,"Latina, Mariscos, Centroamericana, Costarricense",negative,ante todo tiene 4 tenedores otorgados por el ict no se en que se basan para darle esa calificación a este restaurante la vajilla esta muy astillada y los platos manchados de lo que único puede ser la falta de cuidado del personal de servicio y de cocina sin mencionar la negligencia del chef en adquirir una vajilla decente y en buen estado la comida con un sabor peor a la que puedas encontrar en un desayuno de mcdonalds lo que hubiera dado por unos huevos en polvo con tal de no comer ese intento de desayuno con un sabor realmente sospechoso en el fondo eso no es bueno pedimos pinto con huevo uno tierno y los otros rancheros los tiernos no eran tan tiernos estaban muy cocinados por otro lado los huevos rancheros estaban igual de cocinados y estaba servido sobre el pedazo de tortilla más grasoso duro y con color a fritura quemada que he visto la salsa era un muy pobre intento de salsa ranchera tenia las semillas del tomate por doquier era más bien un puré de tomate con jamón sin cocinar cebollas crudas y lo que únicamente podría describir como lo que sobró del sanconcho de pollo que sirvieron el fin de semana y eso no es todo con respecto a la salsa si no fuera ya suficiente insulto del chef servir unos huevos sin sazón la salsa no tenía ni una pizca de picante no puedes servir una salsa bearnesa sin estragón y decir que es salsa bearnesa lo mismo aplica no puedes ofrecer una salsa ranchera si no tengo lo ranchero ese picante distintivo que va tan bien con los huevos fritos tiernos en cuanto al personal este no esta lo suficientemente capacitado en el área de servicio los meseros mantienen contacto visual contigo y con mala cara además en ningún momento se preocuparon por preguntar como estaba la comida y la experiencia de la que se han salvado el personal no supo reconocer cuando mis cubiertos estaban cruzados en clara señal de descontento con la comida y para terminar con la cereza de esta exquisita reseña nos cobraron 1 pinto de más y 1 café grande cosa que nunca pedimos accidente no lo creó,2
781,"Latina, Mariscos, Centroamericana, Costarricense",negative,fama y a dormir es en otros tiempos ya no es lo que fue la comida sin sabor y con poca gracia los meseros rápidos pero la cajero toda la vida para cobrar se come no se ni porque porque hay otras opciones,2
782,"Latina, Mariscos, Centroamericana, Costarricense",negative,la calidad de la comida va en picada el precio no pasar a comer a este lugar era una buena experiencia ahora no lo es tanto ya que la calidad de la comida ha bajado junto con el servicio los saloneros no les importa mucho la situacion puesto que no preguntan nada sobre la calidad de la comida lo unico importante para ellos es ver como acomdar a la gente y no dejarlos ir sin consumir algo,2
783,"Latina, Mariscos, Centroamericana, Costarricense",negative,me esperaba una experiencia centroamericana pero no nos pareció que la comida era muy tradicional era extremadamente caro 40 por dos platos de arroz y pollo el personal era muy amable,2
784,"Latina, Mariscos, Centroamericana, Costarricense, Internacional",negative,me dispuse a pasar un rato agradable con la familia en un lugar bonito en el paseo de los turistas siendo un lugar turístico sabía que iba a pagar precios un poco más altos que en cualquier restaurante promedio sin embargo la sorpresa llegó cuando sirvieron los platos los cuáles evidentemente no reflejaban en absoluto ni en sabor ni en proporción los precios están matando la gallina de los huevos de oro,2
785,"Latina, Mariscos, Centroamericana, Costarricense, Internacional",positive,un lugar acogedor con instalaciones muy limpias y con un tiempo de atención adecuado y con comida de muy alta calidad,4
786,"Mariscos, Bar, Internacional, Parrilla",positive,gracias por el hermoso día en isla tortuga y punta coral un placer haber compartido con ustedes saludos,5
787,"Mariscos, Bar, Internacional, Parrilla",negative,había estado en ese lugar antes y tenían muy buena comida pero ésta vez nos hicieron esperar casi una hora por la orden y cuando consultamos que pasaba la mesera nos dijo que habían llevado nuestro plato a otra mesa por error y que teníamos que esperar 10 o 15 minutos más como si no hubiéramos estado esperando casi una hora ya ni siquiera había mucha gente para justificar el atraso nos fuimos a otro lugar un verdadero desorden pésima atención cero disculpas,1
788,"Mariscos, Bar, Internacional, Parrilla",positive,muy bonito el lugar ambiente comida con muy buen sabor aunque demoraron un poco en servirla para la demanda de clientes el parqueo es muy pequeño aunque con buen acceso precios razonables un buen lugar para compartir con amigos y la familia,4
789,"Pizzería, Sudamericana, Costarricense",negative,tras 10 minutos en la mesa y un par de solicitudes de atención me cansé y fui del lugardeficiente servicio al clientela comida no se que tal será,2
790,"Pizzería, Sudamericana, Costarricense",negative,es cara el queso era una goma el jamon no era bueno y pedimos una con pollo y el pollo venia empanizado y frito se supone que esas cosas se deben aclarar no vale lo que pagamos ni cerca,2
791,"China, Asiática",negative,este restaurante ubicado en momentum pinares y que según me informaron inició operaciones el sábado 25 de junio ofrece buena atención al cliente compré para llevar sin embargo la comida no estuvo bien el arroz quemado y de mal aspecto el cerdo agridulce venía con demasiada salsa y de sabor regular el cerdo con partes difíciles de comer y omitieron la salsa para el wan tan parece que en su lugar echaron el doble de la salsa agridulce para el cerdo,2
792,"China, Asiática",negative,sucio comida apesta mal servicio extremadamente caro para no había razónnunca volveremos allí pruebalocal puntarenas refrescos son mucho mejor que este lugar,1
793,"Latina, Mariscos, Española, Fusión",negative,lq comida y la atención me agradó se sale un poco del esquema del puerto ya que un pescado entero con patacones vale 7500 mas impuestos en otros lugares ahi mismo anda alrededor de 5000 recordemos que en todo lugar deben darte la carta con los impuestos incluidos de los platos tenemos leyes que regulan eso,2
794,"Latina, Mariscos, Costarricense",negative,estuvimos el día de ayer para almorzarllegamos a eso de la 130pm y no estaba llenodiría a un 50nos atendió un joven que creo que había tenido un problema ya que estaba como molestonos trajo el menú y mucho tiempo después no fue a tomar la ordenpedimos una comida especifica para mi hija y nos la trajo equivocadapedimos nuestra comida mi esposa y yo y caso 1 hora después la llevopero era una comida sin saborme extraño montones ya que mi esposa ya había visitado el lugar y me había hablado bien de la comidayo me gano la vida tratando a clientes y se lo importante que es el trato al clientey sin hacer problema alguno decidimos no volver nunca mas a ese lugarmi comida estaba llena de pedazos de cangrejo la concha por lo que decidí dejar seguir comiendonos levantamos y cruzamos la calle para comernos una comida callejera de los que vendían en frente del lugarme apena lucho ya que se ve que llega mucha gente y notamos problemas con gente alrededor nuestro,2
795,N/E,positive,todo riquísimo y los viernes solo mariscos los mejores con una ubicación demasiado céntrica y los mejores precios,5
796,"Mariscos, Centroamericana, Costarricense",negative,fue una verdadera burla pedí un ceviche vuelve a la vida junto con una limonada y papas fritas a la hora de ir a cancelar me llevó la sorpresa de la suma a pagar 12054 y nada de lo q consumí era extraordinario sino comida sencilla y que por mucho menos se consigue en cualquier otro restauranteuna burla,1
797,"Mariscos, Centroamericana, Costarricense",negative,el lugar es muy visitado debido a que está a la orilla del estero sin embargo los empleados atienden de mala manera visité el lugar el viernes 16 en compañia de unos amigos pasamos a desayunar al pedir los huevos nos los trajeron diferentres a como los habíamos pedido tardaron mucho en atendernos la comida llego rápido pero no nos trajeron el café tuvimos que llamar varias veces a la salonera para que nos trajera el café de mal modo y haciendo mala cara nos atendió y otra salonera nos trajo el café me parece que es uno de esos lugares donde el cliente es un mal necesario y como llega mucha gente no necesitan atender bien es la última vez que voy a ese sitio,2
798,"Mariscos, Centroamericana, Costarricense",negative,cierto que es un restaurante de paso pero con la fama que le dan uno esperaría algo de mejor calidad ya que para mi pagar casi c3000 por un emparedado de jamón y queso que ha sido el más feo seco y sin gracia no vale la pena pasamos mi familia y yo a desayunar en nuestro viaje a san josé y lo único que nos supo rico fue el café los precios no son tan altos el problema es que no van de la mano con la calidad que ofrece el restaurante la verdad que si ud va hacia guanacaste o de guanacaste a san josé mejor paren en caballo blanco que ahí pagan por algo que lo valejamás regresaría a este restaurante ni que me invitaran,1
799,"Costarricense, Pizzería, Café, Sudamericana",negative,la comida falta de sabor para el elevado precio de los platillos no lo recomiendo para almorzar quizás tomar café y unos gallos,2
800,"Costarricense, Pizzería, Café, Sudamericana",negative,45 minutos para dos ceviches y un perro caliente habian no mas de 5 clientes a la hora que llegamos muy caro y mediocre mas lentos que una tortuga nunca volvere espero que los dueños lean mi opinion y sepan que la fama no dura para siempre los empleados son serviciales y en general el lugar es ciertamente aceptable pero los factores que mencione anteriormente designan este lugar como no aceptable,1
801,"Costarricense, Pizzería, Café, Sudamericana",negative,los batidos deliciosos como siempre y pare de contar ordenamos 3 platos diferentes de carnes y fue terrible los platos mal pensados y mal ejecutados estaban súper duras incomibles y los platos hasta que chorreaban de la grasa con la que cocinan nunca volveremos a comer ahí tal vez pasaremos por un batido de camino,1
802,"Costarricense, Pizzería, Café, Sudamericana",negative,el restaurante se llena tantísimo que el personal no logra atender bien a los clientes por las múltiples tareas que deben hacer no completan bien los pedidos y hay que recordarles lo que está pendiente adicionalmente tuvimos es problema con uno de los meseros que golpeó accidentalmente en el ojo a una persona de mi familia ocasionándole grandes molestias por varias horas además la cocina se vuelve lenta a tal punto que las entradas las sirven junto con el plato principal la comida es regular para el precio que cobran en está ocasión comimos pizza la cual nos quedó debiendo en especial la pizza tres quesos,2
803,"Internacional, Sudamericana, Costarricense",positive,uno de los restaurantes dentro de punta leona con un servicio de primera los meseros son sumamente atentos y el bufette para desayunar de los más completos y ricos que he comido en mucho tiempo hay de todo y lo más espectacular para mi como turista es que hay monos al asecho jajaja te paras de tu mesa y los meseros corren para espantarlos y que no roben los sobres de azúcar jaja ya ahora hay una malla que sigue permitiedo contemplar la exótica vegetación que rodea al restaurant y que le dificulta la entrada a los monos pero bueno que rico desayuno tuve ahi y los precios muy justos,5
804,"Mariscos, Costarricense, Caribeña, Latina, Española, Sudamericana",negative,aparte de comida mala carísima pedí una corvina y parecía tilapia tostada llena de mantequilla arroz blanco con sal ni una ramita de perejil y tras de eso carísimo más de 7000 colones sin fresco nunca más,1
805,"Italiana, Mediterránea, Pizzería",positive,una calidad de ingredientes excelente si creo q es un poquito caro pero sabes que vas a recibir buena calidad servicio impecable y excelente para poder conversar y comer bien,5
806,"Italiana, Mediterránea, Pizzería",positive,exc lugar atención y comida recomendadisimo un lugar acogedor donde la comida y la atención son de primera sus pizzas son de lo mejor,5
807,"Japonesa, Sushi, Asiática",negative,muy mal todo la comida ni comparada a lo que era pedimos un sushi sin salsa el cocinero por error le puso el mesero y el cocinero no hicieron mas que pelearse por la situacion todo enfrente del cliente si tienen que discutir vayanse a la cocina no al frente de uno ultima vez cero recomendado bastante deficientee,1
808,"Japonesa, Sushi, Asiática",positive,el lugar es muy tranquilo perfecto para despues de un día de trabajo cansado y para salir del hotel se come muy bien,4
809,"Japonesa, Sushi, Asiática",positive,yo comí agradable en sakura tienen buen menú y comida de buena calidad y el servicio es muy agradable recomiendo encarecidamente,5
810,"Japonesa, Sushi, Asiática",negative,hoy he visitado este lugar para una tarde de domingo por la tarde almuerzo con mi esposa y mi hija de 5 años ella quiere ver el show cooking nos dijeron que sólo hacer esto para un mínimo de 3 platos que tiene sentido para nosotros teniendo en cuenta la edad de mi hija y la solución que nos dieron era para pagar el 3 órdenes y tomar el resto de la comida fue increíble que preferían que no entrarabamos en lugar de ajustar una sencilla regla ridículo por cierto el restaurante estaba vacío así que no era sobre la disponibilidad lo sentimos mucho este lugar solía ser un buen lugar,1
811,"Japonesa, Sushi, Asiática",negative,mediocre no puedo ver mi familia volver a este lugar para teppanyaki las porciones pequeñas el postre no está incluido precios alto supongo que si estás atrapado en el hotel con ninguna otra opción que tuvieron,2
812,"Japonesa, Sushi, Asiática",negative,la comida aquí es más salada amargo y daba terrible tempura quizás la mesa hibachi estaría bienpescado se servía en un lago de salsa de soja las herramientas eran las peores que he tenido,2
813,"Italiana, Pizzería",negative,el personal ameno pero la pizza horrible la pasta parece recalentada y lo peor la salsa que no sabe a nada jamón eso era mortadela de la más barata pedimos hongos rellenos y estaban rellenos solo con cebolla y queso mi hijo de 8 años amante de la pizza no se la comió porque no le gusto tuvimos que salir a comer a otro lugar jamás volveré ni recomendare,2
814,"Churrasquería, Latina, Centroamericana, Costarricense",positive,fuimos al restaurante muy buena la atencion y los cortes de carne la comida estuvo muy buena buen estacionamientoy hasta un play donde jugar cn los niños y el hotel muy bueno y bonito la atencion muy amenalo recomiendo,4
815,"Churrasquería, Latina, Centroamericana, Costarricense",positive,es delicioso empezando por los frijolitos las carnes mi favorito lomito a la pimienta y filet mignon 100 recomendado es un lugar de atención rápida y amable,5
816,"Churrasquería, Latina, Centroamericana, Costarricense",negative,los filetes no lo queman no están terminadosbasted con mantequilla y están mal preparados este es probablemente el más aburridodecepcionante bistec que he tenido en mi vidate decepcionará si te importa cómo su bistec está preparado yo no sería tan duro si no se llaman a sí mismos un asador no estoy seguro de cómo este lugar tiene comentarios altos realmente no lo merece,2
817,"Latina, Mariscos, Centroamericana, Costarricense",positive,atención esmerada en el servicio y buenas comidas especial para encuentros donde conversar es parte importante parte del pasar bien,5
818,"Latina, Mariscos, Centroamericana, Costarricense",positive,los precios moderados buen ambiente y cerca de nuestro hotel excelentes platos y postres de comida de mar 4 de nosotros fuimos y todos disfrutaron de sus comidas,4
819,"Latina, Centroamericana, Costarricense, Saludable",negative,muy mal se publicitan como pollo a la leña y sabe a cualquier cosa menos a leñalos acompañantes muy regulares arroz duro ensalada sin dressing no tienen salsas ni picantes propios osea son salsas y picantes de frasco ahorrate el viaje y come pollo de pricesmart o walmart,1
820,"Latina, Centroamericana, Costarricense, Saludable",negative,un pollo entero con ensalada y 1 acompañante en mas de 17000 colones realmente pensé que me comería el mejor pollo del mundo pero no la verdad no volvería muy costoso sin un extraordinario sabor,2
821,"Latina, Centroamericana, Costarricense, Saludable",positive,es un lugar muy familiar la comida es buena el servio es regular se puede disfrutar de buena comida para compartir con amigos y familiares,3
822,"Latina, Centroamericana, Costarricense, Saludable",negative,he venido a secondo pollo del monte desde hace años tiene la reputación de ser el mejor lugar para comer pollo asado en costa rica anoche fue una decepción total nuestro pollo dieron a nosotros en menos de 5 minutos frío seco aburrido habíamos pedido una plato de yucca frita la yucca era delicioso pero fue preparada en pedazos en vez de en el tamaño de las patatas fritas el resultado neto eran yucas floury con un poco de un borde de amigo me lo pensaría dos veces antes de volver a secondo pollo del monte el lugar utilizado para ser un excelente y simple lugar familiar ayer fue muy decepcionante lo más destacado son las cervezas frías,2
823,De la India,negative,íbamos tres mamás trabajadoras con dos bebés que están aprendiendo a comer y como es lógico y normal tiraron bastante arroz por el suelo el camarero fue antipático con nosotras desde el primer momento pero al final nos dijo que con todo respeto si el tuviera hijos hubiera pedido una escoba para barrerlo el mismo nunca me han ofendido ni faltado el respeto de semejante forma soy una madre trabajadora y si voy a un restaurante es para no cocinar ni limpiar barrer es el trabajo de él aun no me explico cómo se permitió hacer semejante comentario jamás volvere trato repugnante,1
824,"Pizzería, Internacional, Europea, Delicatessen",positive,el carpaccio de salmón es delicioso comida gourmet buen servicio al cliente y el lugar cuenta con una panadería deliciosa además la música en vivo es muy agradable se pasa un buen rato,5
825,"Pizzería, Internacional, Europea, Delicatessen",negative,el único problema es el servicio siempre se olvidan lo que se les pregunta y necesita les recuerdo o pedir alguien a traer necesitan para arreglarlo,2
826,Mariscos,positive,normalmente vengo por calidad que son buenisimas hay buen servicio un lugar agradable y con buen ambientehoy revisé el menú y os precios y platos están bienel puré de papá no es el fuertesalmón bien,4
827,"Costarricense, Café, Mariscos, Comida rápida, Fuente de soda",positive,excelente lugar con comida costarricense amplio parqueo les recomiendo el gallo pinto para desayunar un casado para almorzar y un ceviche si van a cenar,5
828,"Churrasquería, Mariscos, Internacional, Costarricense, Española, Sudamericana",negative,vine con una gran expectativa y me fui del restaurante para no volver completamente decepcionado la calidad del producto me quedo debiendo duraron casi 1 hora en traerme la comida para topar con 2 platos crudos incluido el de mi hija y el precio no va de la mano con el producto final pésima experiencia,2
829,"Japonesa, Sushi, Asiática",negative,he comido aquí varias veces durante años anoche fue la primera vez que me senté en el bar de sushi me di cuenta de que estaban envolviendo cada rollo en una envoltura de plástico cuando pregunté que su excusa eran las esteras de bambú que nos estamos ensuciandoprefiero limpiar el bambú que tirar el plástico especialmente en la costa del pacífico la comida es excelente no volveremos aquí hay mucho sushi bueno,1
830,"China, Asiática, Mariscos",negative,pésima atención sumamente lento el servicio productos de mala calidad el pescado sabía mal y las costillas de cerdo era más bien grasa tostada malo y caro se come mejor y por menos en otros lugares,2
831,"Italiana, Pizzería",positive,he sido cliente de renso durante muchos años ama su comida quién mejor para dirigir un restaurante italiano que un verdadero italiano con tradición familiarla comida siempre está fresca la pizza es genial mis hijos me gustan los verdaderos eperts on pizza que piensan que es lo mejor y estoy de acuerdo con ellosel servicio es muy bueno han estado trabajando allí durante años visito el lugar al menos una vez al mes,5
832,Mariscos,negative,yo fui a visitar este restaurante con sus socios ex y solían tener un buen servicio y muy buena comida a precios convenientes sin duda las cosas han cambiado como la calidad de la comida no era buena y el servicio era malo espero que esto era un caso y no van en la dirección equivocada,2
833,"Pub, Sudamericana, Costarricense",positive,este lugar es una sorpresa realmente agradable en la carretera entre tamarindo y liberia la comida es muy buena tienen porciones grandes el precio es excelente para la comida tonta que recibes y el servicio es increíble el mejor aspecto de este lugar es que está abierto hasta tarde siempre con la mejor comida y servicio,5
834,"Pizzería, Café",negative,hasta el momento ni siquiera puedo pedir una pizza no contestan y dice que está abierto desde las 11am y son las 1149 am,2
